F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
Description,United States Total,,Alabama,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,
,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local
,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV
,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
Description,C1,C2,C6,C7,C11,C12,C16,C17,C21,C22,C26,C27,C31,C32,C36,C37,C41,C42,C46,C47,C51,C52,C56,C57,C61,C62,C66,C67,C71,C72,C76,C77,C81,C82,C86,C87,C91,C92,C96,C97,C101,C102,C106,C107,C111,C112,C116,C117,C121,C122,C126,C127,C131,C132,C136,C137,C141,C142,C146,C147,C151,C152,C156,C157,C161,C162,C166,C167,C171,C172,C176,C177,C181,C182,C186,C187,C191,C192,C196,C197,C201,C202,C206,C207,C211,C212,C216,C217,C221,C222,C226,C227,C231,C232,C236,C237,C241,C242,C246,C247,C251,C252,C256,C257
               Interest earnings,"70,011,791",0.19,"600,887",0.35,"1,342,715",0.06,"1,109,432",0.21,"388,408",1.61,"10,240,684",0.99,"1,386,499",0.94,"810,720",0.42,"171,584",0.07,"144,456",0.00,"2,609,012",0.53,"883,831",0.44,"394,046",0.00,"230,574",0.53,"2,790,426",0.40,"1,409,698",0.20,"434,134",0.55,"452,174",0.69,"603,716",1.53,"695,707",0.10,"184,184",0.79,"916,576",0.11,"1,583,114",0.29,"1,829,272",0.38,"1,177,695",0.35,"239,573",0.44,"1,279,917",0.45,"241,276",0.81,"329,993",0.40,"725,857",0.07,"419,760",0.86,"2,179,949",0.27,"1,105,273",0.09,"5,968,845",0.07,"1,461,728",0.37,"808,126",1.97,"2,678,434",1.91,"620,124",0.44,"1,129,701",0.65,"2,025,400",0.96,"412,213",0.10,"794,064",0.89,"281,794",0.12,"1,324,648",0.18,"7,273,843",0.71,"877,679",0.40,"125,323",0.67,"1,538,814",0.82,"1,838,023",0.86,"247,718",0.06,"1,055,891",0.47,"638,281",0.43
               Special assessments,"10,864,057",1.92,"26,798",4.41,"10,430",0.40,"100,619",4.99,"25,235",39.28,"2,361,116",5.79,"399,631",4.37,"16,090",1.31,"27,725",1.86,"5,009",0.00,"3,306,150",3.26,"130,887",0.34,"25,359",0.00,"75,519",0.61,"675,478",0.18,"19,277",0.00,"23,891",1.79,"142,767",5.11,"17,851",26.41,"32,210",17.09,"8,937",0.00,"125,146",1.83,"6,429",4.39,"187,614",16.44,"329,456",4.62,"6,568",0.00,"89,585",2.97,"89,281",1.27,"64,226",2.32,"106,504",2.87,"2,511",1.58,"9,828",59.16,"7,373",0.00,"135,297",12.76,"27,162",0.53,"150,082",1.25,"401,117",24.45,"17,096",0.00,"86,071",1.23,"71,425",4.79,"6,219",3.31,"57,919",0.99,"16,215",1.72,"162,026",5.93,"578,903",1.64,"40,350",9.67,"2,890",0.00,"76,395",5.11,"495,148",6.69,"15,960",13.52,"59,363",6.75,"8,919",44.36
               Sale of property,"4,926,107",1.52,"93,712",5.01,"420,044",0.00,"267,166",0.00,"18,071",0.15,"580,460",4.20,"109,582",4.25,"22,375",0.56,"4,367",6.01,"1,687",0.00,"312,754",1.30,"139,930",1.43,"1,148",0.00,"54,603",0.25,"82,775",0.86,"81,268",0.86,"51,835",2.56,"23,978",9.81,"65,062",3.73,"11,483",1.96,"12,515",0.76,"36,960",0.41,"54,205",2.25,"111,489",8.95,"70,938",3.40,"25,223",7.40,"73,261",4.14,"11,679",7.24,"8,069",2.11,"33,913",0.14,"7,753",15.53,"119,738",21.06,"11,613",0.07,"237,847",6.50,"112,632",0.95,"14,567",4.04,"107,686",5.71,"49,390",1.31,"78,479",2.36,"157,717",37.79,"2,244",6.85,"41,489",5.51,"11,797",2.42,"76,838",1.47,"325,960",3.14,"116,325",0.58,"29,868",0.08,"310,251",0.63,"224,825",6.22,"4,318",1.27,"97,868",2.92,"6,351",4.77
               Other general revenue,"179,940,393",0.19,"1,962,989",0.34,"1,003,026",0.13,"2,564,551",0.32,"1,279,623",0.50,"19,062,389",1.26,"2,857,387",0.87,"1,290,634",0.29,"1,089,163",0.33,"815,388",0.00,"13,044,927",0.64,"4,224,067",0.95,"1,347,585",0.00,"496,125",0.18,"5,979,084",1.12,"2,868,680",1.40,"2,016,947",0.99,"1,743,697",0.83,"1,331,659",0.51,"2,243,481",0.84,"495,254",1.25,"3,242,743",0.17,"5,406,560",0.49,"5,031,821",0.66,"3,263,751",0.53,"849,974",0.42,"3,039,073",2.15,"384,612",0.40,"1,081,179",1.89,"1,008,425",0.04,"600,200",0.96,"6,831,833",2.21,"3,079,507",0.08,"15,894,165",0.28,"4,367,611",0.44,"445,038",1.98,"7,700,435",0.89,"2,849,792",0.72,"3,637,772",0.68,"6,308,605",0.62,"684,995",0.13,"2,738,873",0.70,"425,347",0.43,"2,825,744",0.39,"14,884,229",0.52,"1,708,960",1.50,"329,128",0.50,"5,298,279",0.24,"3,347,606",0.66,"1,032,885",0.23,"3,435,921",0.28,"488,673",0.66
Utility revenue,"182,485,503",0.55,"3,419,088",1.92,"454,011",1.53,"5,432,475",0.44,"1,062,806",1.27,"33,805,185",1.15,"3,298,444",1.77,"891,639",0.81,"501,416",1.37,"1,001,705",0.00,"10,067,422",1.08,"4,718,027",0.59,"431,674",0.00,"249,719",1.62,"6,005,250",1.88,"2,887,378",1.70,"1,237,566",1.09,"1,709,324",1.37,"1,916,676",2.92,"1,301,767",0.92,"164,351",10.52,"1,197,361",0.83,"4,032,161",0.97,"3,322,534",1.30,"2,760,845",1.05,"912,361",2.90,"2,588,076",1.51,"184,785",6.68,"4,425,326",0.25,"1,413,108",0.31,"132,911",3.39,"2,345,688",6.95,"716,510",7.10,"16,418,480",0.37,"4,331,844",0.43,"303,246",3.80,"3,183,508",1.77,"2,131,312",2.58,"2,246,307",1.18,"3,328,337",4.28,"240,098",0.35,"3,748,137",0.51,"351,323",0.68,"9,070,155",1.33,"17,494,081",4.89,"2,100,707",1.32,"231,587",0.75,"2,235,235",0.69,"7,822,912",1.32,"289,053",3.10,"2,143,637",1.33,"227,959",2.07
     Water supply,"73,952,784",1.32,"1,000,418",1.84,"119,296",1.47,"1,628,718",1.45,"536,653",2.51,"16,542,612",2.15,"1,870,044",3.02,"372,418",1.69,"100,707",1.66,"212,027",0.00,"4,704,789",1.01,"1,786,156",1.31,"370,391",0.00,"158,266",2.56,"3,103,027",2.51,"969,491",1.62,"612,621",1.94,"809,290",2.79,"862,057",5.76,"514,939",1.71,"133,154",12.98,"932,505",0.90,"1,576,006",1.67,"1,875,271",2.26,"856,619",2.40,"382,672",5.14,"807,238",3.71,"181,452",6.80,"319,549",1.70,"1,201,507",0.37,"110,077",4.06,"1,069,648",15.10,"454,625",11.09,"2,775,347",1.77,"1,566,879",1.15,"274,033",3.54,"1,850,354",2.01,"969,187",5.48,"1,352,286",1.42,"1,801,176",7.67,"206,929",0.41,"985,826",1.70,"157,408",1.42,"1,257,370",3.17,"9,387,722",9.12,"778,107",3.16,"85,584",2.04,"1,410,632",1.08,"1,718,244",5.70,"264,734",3.28,"805,892",2.65,"130,836",2.42
     Electric power,"84,387,429",0.30,"1,975,002",3.14,"312,950",2.15,"3,619,534",0.11,"521,272",0.02,"14,610,602",0.99,"1,079,943",0.50,"371,586",0.23,"379,670",1.75,0,0.00,"4,791,267",2.03,"1,950,033",0.41,0,0.00,"88,410",0.14,"1,579,740",5.18,"1,508,571",0.16,"535,274",1.14,"847,936",0.71,"686,335",2.52,"634,910",0.85,"15,702",4.79,"87,647",5.98,"1,486,101",1.82,"1,369,900",0.52,"1,669,841",1.18,"411,855",1.26,"1,590,223",0.46,"1,351",20.62,"3,779,804",0.26,"124,454",0.00,"12,953",1.95,"187,605",12.43,"194,082",1.83,"6,622,081",0.53,"2,525,704",0.15,"25,437",24.44,"1,211,129",3.48,"1,121,412",1.19,"749,566",2.38,"198,663",17.39,"8,352",0.00,"2,484,065",0.10,"182,124",0.45,"6,566,289",1.73,"7,564,109",0.33,"1,245,367",0.24,"140,752",0.00,"453,787",0.33,"5,492,585",0.57,"12,249",0.00,"1,262,940",1.50,"96,267",3.64
     Gas supply,"6,921,554",1.05,"438,291",2.37,"16,022",0.00,"42,503",4.37,"1,675",14.58,"332,381",10.20,"162,399",7.69,"21,462",0.00,0,0.00,0,0.00,"278,994",2.98,"816,550",1.50,0,0.00,0,0.00,"232,062",2.66,"359,199",12.96,"66,350",3.11,"43,188",3.17,"343,706",5.25,"118,391",4.87,0,0.00,"6,958",0.00,"52,573",0.00,0,0.00,"101,704",4.73,"116,246",14.51,"116,564",20.68,0,0.00,"318,525",0.47,0,0.00,0,0.00,0,0.00,"48,946",11.39,"10,964",8.14,"167,444",0.69,105,0.00,"39,703",10.54,"32,146",15.43,514,0.00,"655,891",0.21,0,0.00,"262,144",3.32,"11,770",0.00,"1,187,980",0.44,"284,594",2.32,"11,657",0.00,0,0.00,"213,755",1.17,"6,533",0.00,241,0.00,"1,423",0.00,0,0.00
     Transit,"17,223,736",0.22,"5,377",12.43,"5,743",0.00,"141,721",0.12,"3,206",0.00,"2,319,590",1.39,"186,058",3.61,"126,173",2.71,"21,039",0.00,"789,678",0.00,"292,372",0.14,"165,288",2.36,"61,283",0.00,"3,043",0.00,"1,090,421",0.26,"50,117",0.90,"23,321",0.08,"8,909",2.42,"24,578",27.28,"33,526",4.92,"15,495",0.19,"170,252",0.10,"917,482",1.05,"77,363",2.70,"132,680",1.71,"1,588",0.00,"74,050",2.44,"1,982",4.68,"7,448",1.78,"87,147",0.00,"9,882",5.38,"1,088,435",0.00,"18,857",5.31,"7,010,087",0.00,"71,817",2.75,"3,671",0.00,"82,322",0.27,"8,566",0.88,"143,941",2.68,"672,606",0.21,"24,817",0.00,"16,102",0.00,21,0.00,"58,516",2.06,"257,657",0.65,"65,577",18.66,"5,252",1.27,"157,061",1.03,"605,550",0.06,"11,829",18.53,"73,382",0.31,857,0.00
Liquor store revenue,"10,636,725",0.17,"378,578",0.00,"8,779",2.40,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"183,960",0.00,0,0.00,0,0.00,"340,004",0.00,0,0.00,0,0.00,0,0.00,"201,784",0.00,"303,158",0.00,0,0.00,"1,181,471",0.00,"299,559",4.70,"373,794",0.00,0,0.00,"104,503",0.00,0,0.00,0,0.00,"707,247",0.00,0,0.00,0,0.00,0,0.00,"880,004",1.28,0,0.00,"1,277,678",0.00,0,0.00,"665,690",0.00,"2,126,928",0.00,0,0.00,0,0.00,"13,375",0.00,0,0.00,0,0.00,"426,588",0.00,"65,355",0.00,"873,819",0.00,0,0.00,"103,466",0.00,0,0.00,"120,986",0.00
Insurance trust revenue2,"415,576,401",0.11,"4,895,360",0.00,"1,297,180",0.00,"7,354,329",0.00,"2,556,628",0.04,"99,380,539",0.02,"1,896,594",0.72,"4,983,418",0.44,"772,872",1.10,"1,071,160",0.00,"17,424,562",0.97,"10,652,797",0.20,"1,445,055",0.00,"2,324,324",0.00,"10,473,821",0.99,"3,932,118",0.02,"4,632,232",0.00,"2,267,090",0.00,"4,014,961",0.05,"3,734,404",0.70,"1,486,934",0.00,"6,410,202",0.05,"8,249,826",1.34,"8,881,669",1.11,"10,399,157",0.02,"3,179,845",0.00,"7,761,250",0.46,"1,390,224",0.00,"1,734,750",0.02,"6,031,983",0.00,"1,232,697",0.00,"10,012,615",0.00,"3,446,031",0.00,"46,504,373",0.00,"10,027,861",0.00,"944,034",0.00,"13,516,007",0.00,"3,252,721",0.23,"9,493,481",0.00,"13,631,332",2.80,"1,363,077",0.27,"4,540,835",0.00,"892,328",0.00,"9,543,898",0.24,"20,693,804",0.41,"548,426",0.00,"546,426",0.00,"10,081,463",0.83,"13,820,369",0.01,"1,651,212",0.02,"-1,243,283",0.00,"441,408",0.00
     Unemployment compensation,"37,202,336",0.00,"233,540",0.00,"144,119",0.00,"466,128",0.00,"198,636",0.00,"5,978,491",0.00,"594,982",0.00,"750,055",0.00,"93,937",0.00,"172,667",0.00,"567,979",0.00,"652,564",0.00,"198,764",0.00,"142,177",0.00,"1,845,970",0.00,"489,280",0.00,"443,939",0.00,"304,482",0.00,"388,917",0.00,"235,793",0.00,"129,695",0.00,"521,798",0.00,"1,831,148",0.00,"1,296,359",0.00,"774,670",0.00,"115,964",0.00,"387,830",0.00,"131,806",0.00,"86,686",0.00,"702,332",0.00,"66,392",0.00,"2,213,922",0.00,"142,996",0.00,"2,464,805",0.00,"589,388",0.00,"121,662",0.00,"1,130,358",0.00,"283,121",0.00,"1,029,856",0.00,"3,026,215",0.00,"233,554",0.00,"331,041",0.00,"33,893",0.00,"300,655",0.00,"2,464,461",0.00,"189,384",0.00,"128,454",0.00,"426,026",0.00,"1,209,761",0.00,"222,303",0.00,"631,514",0.00,"81,867",0.00
     Employee retirement,"355,072,567",0.13,"4,661,820",0.00,"1,147,431",0.00,"6,888,201",0.00,"2,338,005",0.04,"84,493,151",0.02,"646,543",2.12,"4,200,786",0.53,"678,935",1.26,"898,493",0.00,"16,642,806",1.02,"9,884,629",0.21,"1,246,291",0.00,"1,956,944",0.00,"8,584,137",1.21,"3,437,001",0.03,"4,177,610",0.00,"1,962,608",0.00,"3,323,817",0.06,"3,269,627",0.81,"1,345,789",0.00,"5,765,502",0.06,"5,860,430",1.88,"7,571,980",1.30,"9,558,403",0.02,"3,058,244",0.00,"7,273,692",0.49,"1,080,922",0.00,"1,648,018",0.02,"5,329,651",0.00,"1,166,305",0.00,"7,026,961",0.00,"3,289,501",0.00,"40,949,614",0.00,"9,438,473",0.00,"587,213",0.00,"10,339,944",0.00,"2,969,600",0.25,"7,823,120",0.00,"10,442,362",3.66,"920,438",0.40,"4,134,133",0.00,"854,813",0.00,"9,243,243",0.25,"16,803,830",0.50,"342,962",0.00,"417,972",0.00,"9,653,153",0.87,"10,195,613",0.01,"1,343,184",0.02,"-1,874,797",0.00,"73,462",0.00
     Workers' compensation,"14,310,411",0.00,0,0.00,"5,630",0.00,0,0.00,"19,987",0.00,"1,461,507",0.00,"653,357",0.00,"32,577",0.00,0,0.00,0,0.00,"213,777",0.00,0,0.00,0,0.00,"225,203",0.00,"43,440",0.00,"5,837",0.00,"10,683",0.00,0,0.00,"302,227",0.00,"73,766",0.00,"11,450",0.00,"27,720",0.00,"92,323",0.00,"13,330",0.00,"66,084",0.00,"5,637",0.00,"99,728",0.00,"177,496",0.00,46,0.00,0,0.00,0,0.00,"253,637",0.00,"13,534",0.00,"3,089,954",0.00,0,0.00,"235,159",0.00,"2,045,705",0.00,0,0.00,"640,505",0.00,"162,755",0.00,"17,398",0.00,"75,661",0.00,"3,622",0.00,0,0.00,"1,425,513",0.00,"16,080",0.00,0,0.00,"2,284",0.00,"2,414,995",0.00,"85,725",0.00,0,0.00,"286,079",0.00
     Other insurance trust revenue,"8,991,087",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"7,447,390",0.00,"1,712",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"115,604",0.00,0,0.00,0,0.00,274,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"155,218",0.00,0,0.00,"95,182",0.00,"465,925",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"518,095",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"191,687",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
           Expenditure1,"3,989,190,529",0.06,"50,171,679",0.13,"14,942,322",0.06,"66,463,126",0.07,"28,818,656",0.17,"644,297,062",0.20,"66,692,960",0.32,"43,181,744",0.36,"12,796,810",0.08,"19,963,691",0.00,"199,703,810",0.37,"92,452,065",0.15,"18,705,189",0.00,"15,285,648",0.30,"154,759,722",0.27,"64,835,526",0.15,"37,401,398",0.25,"31,697,539",0.22,"46,813,863",0.19,"51,085,532",0.18,"13,937,134",0.33,"75,186,042",0.04,"98,844,225",0.26,"108,916,609",0.24,"72,053,084",0.48,"30,735,206",0.10,"59,616,777",0.41,"11,400,424",0.15,"23,928,212",0.38,"29,917,242",0.05,"13,314,571",0.28,"121,027,097",0.25,"25,727,674",0.16,"375,085,739",0.10,"102,481,016",0.31,"10,260,470",0.32,"135,888,309",0.26,"36,260,397",0.24,"60,033,050",0.21,"160,269,497",0.34,"13,665,304",0.22,"52,920,223",0.10,"8,288,552",0.27,"65,864,949",0.29,"294,414,566",0.29,"35,338,776",0.11,"8,243,808",0.40,"91,152,965",0.23,"100,959,200",0.70,"18,722,939",0.10,"64,681,357",0.20,"9,986,772",0.28
By character and object:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Intergovernmental expenditure1,"3,149,205",0.00,0,0.00,0,0.00,0,0.00,156,0.00,"2,866,190",0.00,"2,061",0.00,0,0.00,991,0.00,0,0.00,0,0.00,0,0.00,402,0.00,0,0.00,"19,715",0.00,355,0.00,0,0.00,835,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"1,468",0.00,"7,615",0.00,640,0.00,0,0.00,"5,733",0.00,0,0.00,0,0.00,"1,759",0.00,0,0.00,"14,000",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"18,042",0.00,"43,507",0.00,0,0.00,"119,689",0.00,"19,038",0.00,0,0.00,0,0.00,0,0.00,0,0.00,270,0.00,0,0.00,145,0.00,0,0.00,0,0.00,0,0.00,"26,594",0.00
     Direct expenditure,"3,986,041,324",0.06,"50,171,679",0.13,"14,942,322",0.06,"66,463,126",0.07,"28,818,500",0.17,"641,430,872",0.20,"66,690,899",0.32,"43,181,744",0.36,"12,795,819",0.08,"19,963,691",0.00,"199,703,810",0.37,"92,452,065",0.15,"18,704,787",0.00,"15,285,648",0.30,"154,740,007",0.27,"64,835,171",0.15,"37,401,398",0.25,"31,696,704",0.22,"46,813,863",0.19,"51,085,532",0.18,"13,937,134",0.33,"75,186,042",0.04,"98,842,757",0.26,"108,908,994",0.24,"72,052,444",0.48,"30,735,206",0.10,"59,611,044",0.41,"11,400,424",0.15,"23,928,212",0.38,"29,915,483",0.05,"13,314,571",0.28,"121,013,097",0.25,"25,727,674",0.16,"375,085,739",0.10,"102,481,016",0.31,"10,260,470",0.32,"135,870,267",0.26,"36,216,890",0.24,"60,033,050",0.21,"160,149,808",0.34,"13,646,266",0.22,"52,920,223",0.10,"8,288,552",0.27,"65,864,949",0.29,"294,414,566",0.29,"35,338,506",0.11,"8,243,808",0.40,"91,152,820",0.23,"100,959,200",0.70,"18,722,939",0.10,"64,681,357",0.20,"9,960,178",0.28
          Current operations,"3,004,036,503",0.06,"39,425,885",0.16,"10,941,545",0.07,"49,731,069",0.09,"22,869,067",0.21,"483,411,488",0.25,"48,706,671",0.38,"30,283,963",0.48,"9,796,938",0.06,"13,709,160",0.00,"155,156,604",0.16,"70,467,329",0.19,"13,566,118",0.00,"11,712,472",0.37,"108,767,417",0.25,"51,141,856",0.19,"28,804,075",0.29,"25,360,449",0.26,"34,949,618",0.25,"39,498,090",0.22,"11,399,495",0.31,"58,296,082",0.04,"76,694,318",0.30,"85,303,885",0.30,"54,465,199",0.62,"24,414,335",0.12,"45,937,104",0.52,"8,692,559",0.18,"18,588,796",0.43,"20,729,947",0.07,"10,831,517",0.34,"93,013,360",0.30,"20,092,181",0.19,"276,224,812",0.11,"79,947,880",0.39,"7,450,409",0.41,"100,310,890",0.33,"27,555,740",0.28,"45,714,724",0.19,"121,424,262",0.25,"10,390,651",0.29,"40,872,476",0.12,"6,125,528",0.37,"52,651,957",0.34,"209,626,257",0.38,"26,445,531",0.14,"6,895,569",0.47,"69,882,140",0.26,"74,060,238",0.94,"14,779,387",0.12,"49,143,256",0.23,"7,776,205",0.17
          Capital outlay,"414,032,616",0.23,"4,836,918",0.24,"2,046,155",0.12,"7,226,185",0.07,"2,664,392",0.24,"53,783,097",0.61,"7,893,314",0.98,"3,908,508",1.55,"1,441,028",0.04,"4,038,963",0.00,"23,629,167",2.91,"9,657,864",0.46,"2,941,803",0.00,"1,837,529",0.71,"13,817,314",2.18,"7,333,428",0.24,"4,509,299",0.88,"3,272,258",0.56,"4,404,654",0.21,"4,336,861",0.52,"988,610",3.08,"6,730,461",0.19,"7,824,042",1.12,"8,174,893",0.78,"8,106,543",1.09,"2,370,946",0.17,"4,859,651",0.82,"1,252,698",0.46,"3,337,770",1.24,"4,416,741",0.00,"907,907",0.19,"7,505,445",1.30,"2,176,792",0.58,"38,123,855",0.47,"11,727,520",0.34,"1,671,254",0.44,"12,125,700",1.05,"4,543,962",0.97,"6,125,404",1.47,"16,054,273",0.64,"970,188",0.03,"5,611,341",0.34,"1,130,771",0.11,"6,087,494",0.76,"47,332,619",0.63,"5,399,132",0.22,"589,136",0.87,"10,733,177",0.89,"14,349,989",0.83,"1,488,097",0.49,"6,516,657",0.93,"1,220,813",1.99
               Construction,"334,187,294",0.24,"3,779,654",0.28,"1,681,893",0.14,"5,475,716",0.09,"2,232,980",0.27,"45,038,608",0.65,"6,339,132",1.13,"3,343,536",1.78,"1,217,124",0.01,"2,925,918",0.00,"18,164,512",3.24,"7,991,180",0.51,"2,014,342",0.00,"1,421,110",0.91,"10,277,286",0.72,"5,680,658",0.29,"3,841,998",0.97,"2,484,386",0.63,"3,160,696",0.19,"3,671,538",0.60,"849,104",3.57,"5,688,252",0.22,"5,311,093",0.96,"5,459,701",0.04,"5,783,363",1.02,"1,870,328",0.12,"3,830,809",0.46,"1,066,669",0.52,"2,483,988",1.40,"3,836,185",0.00,"706,398",0.23,"6,196,253",1.43,"1,775,744",0.60,"34,304,112",0.48,"9,664,092",0.40,"1,469,502",0.46,"9,779,173",1.20,"3,309,288",1.32,"5,425,347",1.65,"12,663,259",0.80,"809,982",0.00,"4,484,494",0.37,"968,901",0.12,"4,486,789",0.49,"38,899,526",0.73,"4,052,698",0.27,"450,402",0.59,"9,039,276",1.05,"11,237,569",0.74,"1,237,012",0.50,"5,396,480",0.90,"909,240",2.65
               Other capital outlay,"79,845,322",0.66,"1,057,264",0.37,"364,262",0.03,"1,750,469",0.09,"431,412",0.54,"8,744,489",1.66,"1,554,182",1.94,"564,972",2.26,"223,904",0.26,"1,113,045",0.00,"5,464,655",6.53,"1,666,683",1.11,"927,461",0.00,"416,418",0.49,"3,540,028",8.25,"1,652,770",0.42,"667,300",2.02,"787,872",1.22,"1,243,958",0.58,"665,323",0.61,"139,506",1.33,"1,042,209",0.40,"2,512,949",2.85,"2,715,193",2.35,"2,323,180",2.85,"500,618",0.67,"1,028,842",3.44,"186,028",0.68,"853,781",2.62,"580,557",0.00,"201,508",0.28,"1,309,192",3.14,"401,048",1.67,"3,819,743",1.70,"2,063,428",0.43,"201,751",1.33,"2,346,527",2.13,"1,234,675",0.55,"700,057",1.24,"3,391,014",0.47,"160,206",0.19,"1,126,848",0.80,"161,869",0.12,"1,600,705",2.55,"8,433,093",0.97,"1,346,434",0.32,"138,735",3.17,"1,693,902",0.78,"3,112,420",2.72,"251,085",1.58,"1,120,177",3.17,"311,573",0.97
          Assistance and subsidies,"66,483,010",0.04,"1,000,561",0.00,"154,941",0.00,"2,907,471",0.00,"490,659",0.00,"12,941,020",0.13,"1,006,718",0.66,"515,035",0.00,"390,149",0.00,"903,694",0.00,"2,751,668",0.00,"1,428,183",0.00,"147,662",0.00,"182,366",0.01,"1,377,327",0.00,"1,468,725",0.00,"627,499",0.00,"219,794",0.00,"1,190,641",0.00,"743,015",0.00,"188,590",0.03,"1,521,703",0.00,"1,084,666",0.00,"1,658,076",0.00,"1,542,552",0.56,"427,692",0.00,"687,061",0.00,"96,855",0.00,"204,725",0.00,"624,857",0.00,"258,749",0.01,"2,616,517",0.05,"262,613",0.00,"4,755,241",0.35,"1,902,076",0.26,"130,975",0.03,"1,970,854",0.01,"645,193",0.00,"544,147",0.00,"2,806,878",0.00,"176,036",0.00,"1,327,314",0.00,"155,733",0.00,"1,445,369",0.00,"3,784,255",0.00,"809,329",0.00,"184,356",0.00,"1,418,703",0.44,"1,312,403",0.00,"338,479",0.00,"1,109,768",0.01,"44,117",0.00
