F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
Description,United States Total,,Alabama,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,
,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local
,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV
,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
Description,C1,C2,C6,C7,C11,C12,C16,C17,C21,C22,C26,C27,C31,C32,C36,C37,C41,C42,C46,C47,C51,C52,C56,C57,C61,C62,C66,C67,C71,C72,C76,C77,C81,C82,C86,C87,C91,C92,C96,C97,C101,C102,C106,C107,C111,C112,C116,C117,C121,C122,C126,C127,C131,C132,C136,C137,C141,C142,C146,C147,C151,C152,C156,C157,C161,C162,C166,C167,C171,C172,C176,C177,C181,C182,C186,C187,C191,C192,C196,C197,C201,C202,C206,C207,C211,C212,C216,C217,C221,C222,C226,C227,C231,C232,C236,C237,C241,C242,C246,C247,C251,C252,C256,C257
               Judicial and legal,"50,485,806",0.16,"436,285",0.80,"244,015",0.02,"1,045,426",0.27,"238,641",1.67,"9,908,300",0.08,"949,887",0.09,"682,420",0.17,"201,675",0.11,"171,797",0.00,"2,628,457",0.18,"1,537,984",1.32,"325,461",0.00,"237,611",1.30,"1,500,498",0.78,"642,726",1.15,"383,016",1.72,"341,834",2.26,"577,695",0.33,"610,908",1.23,"119,621",0.45,"1,019,840",0.03,"1,114,776",0.17,"1,397,052",0.88,"785,652",0.31,"293,394",1.01,"594,028",1.87,"204,111",0.64,"196,532",4.61,"539,376",0.00,"177,662",0.38,"1,626,116",0.69,"354,768",0.20,"4,434,126",0.38,"851,930",0.33,"107,569",0.29,"1,934,074",1.22,"352,361",0.79,"863,068",0.57,"2,133,588",1.53,"165,960",0.00,"411,563",0.69,"102,872",2.37,"893,890",0.74,"3,312,778",1.71,"422,284",0.34,"96,220",0.35,"1,046,840",0.77,"1,169,889",0.83,"268,826",0.08,"702,093",0.89,"128,311",1.81
               General public buildings,"16,064,196",0.96,"124,383",1.40,"83,632",0.14,"209,209",2.99,"38,159",7.16,"622,651",1.32,"285,817",2.31,"124,918",3.80,"110,914",0.47,"256,397",0.00,"302,261",6.24,"566,489",1.83,"140,301",0.00,"246,007",0.40,"730,450",3.60,"156,486",2.49,"115,665",3.13,"166,464",2.50,"101,158",4.52,"133,072",0.55,"122,964",10.13,"371,463",0.54,"1,070,761",4.15,"216,396",5.71,"259,606",6.31,"95,341",2.71,"185,582",2.18,"64,931",1.26,"58,477",3.90,"113,233",0.08,"91,678",2.16,"510,284",3.01,"215,195",0.77,"1,409,918",2.18,"512,082",1.52,"47,135",1.90,"612,840",17.44,"49,855",2.97,"255,791",1.47,"1,397,136",5.67,"98,003",0.00,"251,641",3.60,"61,822",2.83,"347,520",1.28,"1,029,902",1.30,"449,684",0.14,"29,589",6.05,"859,646",0.70,"136,007",5.97,"111,495",0.26,"340,213",4.45,"173,575",0.93
               Other governmental administration,"38,039,494",0.76,"505,482",5.18,"296,496",1.02,"670,973",1.43,"250,066",3.12,"7,209,782",2.22,"1,097,989",1.03,"707,418",2.62,"163,078",1.24,"157,832",0.00,"1,346,220",1.80,"739,867",2.64,"225,040",0.00,"165,193",1.42,"2,162,841",8.52,"964,993",2.44,"255,308",4.60,"442,799",6.16,"528,620",1.57,"486,287",2.28,"164,769",3.85,"692,744",0.43,"438,021",1.21,"863,008",3.99,"584,636",3.02,"281,819",2.22,"614,407",5.78,"185,531",1.67,"228,224",2.82,"299,664",0.00,"285,232",4.92,"589,269",3.88,"272,678",2.03,"1,368,042",1.65,"984,262",3.22,"93,178",5.52,"1,437,305",2.84,"362,208",3.21,"797,810",1.57,"1,683,344",2.32,"266,883",0.00,"616,257",2.22,"87,238",1.87,"581,284",2.07,"2,382,053",4.04,"503,644",1.70,"95,800",4.02,"736,675",4.80,"660,571",4.23,"271,545",2.21,"1,038,270",1.23,"196,840",1.40
     Interest on general debt,"112,949,472",0.20,"971,457",0.85,"294,695",0.16,"1,168,223",0.29,"511,791",1.76,"17,266,960",1.03,"2,478,778",3.04,"2,490,756",0.26,"300,685",0.02,"640,706",0.00,"3,668,800",1.35,"1,604,211",1.01,"380,565",0.00,"267,302",0.55,"7,866,646",0.85,"1,828,279",0.22,"595,605",0.54,"665,449",0.58,"1,297,787",0.56,"1,225,798",0.26,"240,488",0.73,"2,389,644",0.33,"3,314,543",0.44,"3,270,821",0.27,"1,717,678",0.44,"536,424",0.17,"1,939,434",0.61,"208,411",0.33,"339,591",1.16,"997,175",0.01,"423,968",0.42,"3,569,619",0.71,"575,454",0.30,"14,766,578",0.19,"2,075,416",0.68,"299,531",2.79,"3,447,908",1.50,"476,177",0.83,"1,300,130",0.52,"4,395,720",0.68,"512,262",0.10,"901,264",0.66,"202,936",0.43,"1,623,632",0.66,"10,189,223",0.45,"599,219",0.35,"98,247",1.22,"2,340,680",0.54,"2,934,093",0.26,"379,644",0.38,"1,304,424",1.24,"54,643",0.94
"     General expenditure, n.e.c.:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Miscellaneous commercial activities,"8,062,996",2.90,"19,579",4.97,"274,725",0.39,"11,633",11.24,"46,234",0.04,"1,334,589",17.47,"102,120",2.29,"4,166",8.43,15,0.00,0,0.00,"4,859,982",0.00,"49,272",1.98,396,0.00,"5,363",2.56,"13,823",15.00,"17,676",4.26,"64,589",2.92,"17,322",36.84,"61,254",0.23,"56,516",0.52,"8,797",5.29,"39,704",0.00,"18,174",0.03,"92,219",5.02,"19,524",7.06,"7,001",2.75,"26,088",1.61,"77,136",3.06,"11,499",4.78,"18,036",7.07,"4,169",7.50,708,0.00,"5,975",7.93,"41,146",2.35,"13,393",0.65,"259,425",0.00,"73,343",5.74,"45,383",4.19,"19,133",0.00,"7,094",13.25,"2,215",0.00,"8,059",1.49,"39,120",0.11,"45,043",0.60,"29,516",5.37,"36,988",1.75,"32,955",0.85,"9,591",0.09,"91,311",4.55,"1,135",6.91,"14,247",15.86,"25,613",0.12
               Other and unallocable,"144,392,201",0.66,"1,448,208",0.51,"649,172",0.46,"1,508,985",0.26,"425,182",1.44,"11,968,211",2.19,"2,569,549",4.61,"3,698,555",2.46,"268,798",0.39,"625,363",0.00,"8,384,735",7.08,"2,526,334",1.98,"2,021,614",0.00,"502,604",0.32,"10,425,073",0.94,"2,736,299",1.96,"1,256,137",1.54,"1,068,545",2.71,"895,814",1.47,"1,847,953",0.98,"737,496",3.26,"4,106,222",0.23,"7,319,235",1.35,"4,431,965",1.77,"2,390,749",3.52,"604,094",0.69,"2,383,960",1.38,"264,501",1.81,"942,459",2.66,"1,080,557",0.25,"358,887",0.82,"10,228,399",2.15,"977,377",0.16,"22,129,179",0.57,"1,634,957",2.06,"441,525",2.73,"3,353,649",8.03,"733,475",2.62,"2,268,926",0.73,"3,576,534",1.50,"538,187",0.92,"1,051,638",1.25,"317,130",1.08,"1,991,113",2.20,"6,213,843",2.19,"1,318,965",1.19,"171,546",2.43,"2,628,274",3.16,"2,833,790",17.84,"670,852",0.13,"1,268,715",3.48,"596,873",0.67
     Utility expenditure,"248,279,211",0.52,"3,303,891",1.09,"646,360",0.23,"6,212,129",0.41,"1,015,880",0.98,"47,909,070",1.93,"4,405,223",1.48,"1,432,725",0.91,"586,463",0.26,"4,632,176",0.00,"12,898,012",0.78,"6,362,412",0.59,"1,257,254",0.00,"244,464",3.42,"8,543,209",1.58,"2,749,920",0.98,"1,313,580",1.23,"1,615,405",2.03,"2,083,070",1.87,"1,346,271",0.74,"196,940",7.05,"3,687,627",0.29,"6,502,837",0.72,"4,115,012",2.07,"3,131,780",1.57,"911,913",1.46,"2,793,510",1.09,"248,860",2.04,"4,326,416",0.53,"1,648,127",0.06,"167,388",2.74,"4,113,018",1.51,"845,298",4.14,"32,405,317",0.19,"4,756,579",0.39,"465,158",1.99,"3,772,478",1.41,"2,254,242",2.73,"2,774,262",1.86,"5,088,358",2.28,"354,962",0.14,"3,616,317",0.66,"374,969",0.65,"10,397,501",0.60,"20,548,335",3.57,"2,489,114",0.86,"287,414",8.06,"3,521,396",0.39,"10,977,569",4.15,"355,829",4.05,"2,356,761",1.05,"236,410",2.46
               Capital outlay,"57,253,999",0.48,"403,665",0.54,"142,962",0.06,"1,794,263",0.05,"197,364",1.77,"10,736,396",1.64,"1,126,224",2.54,"220,813",0.00,"60,568",0.12,"2,315,040",0.00,"3,148,806",0.59,"1,076,813",0.29,"652,759",0.00,"45,756",6.06,"1,698,366",2.41,"360,709",0.48,"219,632",3.24,"235,036",1.72,"332,697",0.66,"103,372",2.97,"30,972",12.53,"936,609",0.00,"1,636,568",0.55,"824,229",0.83,"567,902",7.90,"116,914",0.90,"344,020",0.71,"96,426",4.56,"794,052",1.79,"414,663",0.00,"36,036",3.44,"849,549",2.47,"142,107",4.65,"8,519,246",0.42,"832,255",0.82,"203,677",0.61,"705,675",3.25,"469,853",9.21,"713,786",1.16,"1,233,368",0.43,"84,017",0.00,"585,268",2.81,"63,482",1.11,"1,012,989",1.08,"5,673,372",3.10,"395,786",0.45,"33,726",0.29,"1,174,418",0.63,"3,651,014",1.87,"69,848",10.46,"112,526",0.76,"58,406",5.05
          Water supply,"78,073,926",1.50,"965,478",1.39,"138,112",0.90,"1,615,686",1.48,"513,402",1.95,"18,714,926",4.73,"1,869,700",2.61,"393,555",1.29,"101,070",0.83,"342,518",0.00,"5,081,722",0.84,"2,095,250",1.40,"401,661",0.00,"135,104",3.91,"2,904,194",2.87,"857,290",0.81,"620,691",2.02,"764,133",4.24,"928,526",1.19,"534,183",1.70,"121,927",11.38,"1,580,170",0.57,"1,399,864",1.80,"1,932,489",2.20,"916,835",5.00,"382,963",2.43,"679,510",2.70,"203,517",2.47,"363,060",5.41,"1,195,850",0.08,"126,797",3.12,"756,565",7.96,"447,623",7.74,"3,282,398",1.69,"1,614,260",1.04,"424,866",2.13,"1,890,605",1.74,"1,060,116",5.37,"997,819",1.41,"1,684,809",6.57,"218,820",0.23,"944,441",2.38,"168,406",1.40,"1,255,347",2.84,"10,155,447",7.21,"853,662",2.46,"99,875",1.65,"1,383,975",0.91,"1,762,545",5.19,"284,836",3.49,"766,045",2.03,"141,282",3.06
          Electric power,"80,553,861",0.28,"1,898,372",1.73,"358,539",0.21,"3,564,978",0.09,"470,177",0.01,"12,014,723",1.06,"1,106,141",3.84,"351,119",0.02,"319,218",0.40,0,0.00,"5,441,310",1.65,"2,559,259",0.68,0,0.00,"80,136",0.09,"1,306,016",5.68,"1,332,350",0.56,"515,910",1.30,"765,087",0.62,"635,285",3.37,"509,653",0.76,"15,389",2.60,"73,777",7.68,"1,462,446",1.96,"1,471,973",5.00,"1,504,988",1.17,"394,215",0.89,"1,453,885",0.54,"1,416",17.38,"3,587,008",0.33,"111,713",0.00,"5,892",1.52,"155,956",10.10,"168,863",1.31,"6,862,498",0.37,"2,225,068",0.19,"21,196",9.43,"1,213,633",3.42,"1,049,081",2.19,"744,752",4.90,"150,203",1.41,"7,347",0.00,"2,307,002",0.06,"173,048",0.35,"6,730,577",0.76,"6,811,063",0.45,"1,042,672",0.38,"154,552",14.94,"420,894",1.28,"5,677,335",0.55,"13,172",0.00,"1,226,155",1.53,"87,820",4.43
          Gas supply,"7,829,436",0.61,"367,612",1.63,"98,965",0.29,"37,748",10.47,"1,400",13.46,"286,266",1.33,"176,938",3.71,"23,676",0.26,0,0.00,0,0.00,"270,298",3.95,"805,595",1.94,0,0.00,0,0.00,"219,309",1.48,"309,051",8.08,"61,096",3.25,"36,399",2.16,"313,579",6.98,"85,689",0.56,50,0.00,"6,222",4.97,"43,788",0.00,0,0.00,"96,842",3.96,"111,369",7.92,"125,832",17.45,0,0.00,"327,892",0.14,0,0.00,0,0.00,0,0.00,"76,461",3.81,"6,761",0.00,"142,774",1.88,128,0.00,"40,230",6.26,"28,309",8.27,296,0.00,"523,016",0.12,0,0.00,"278,695",2.61,"10,700",0.00,"2,109,694",0.21,"591,584",0.29,"9,367",0.00,0,0.00,"198,359",1.23,"5,813",0.00,227,0.00,"1,408",0.00,0,0.00
          Transit,"81,821,987",0.63,"72,429",4.75,"50,744",0.00,"993,717",0.65,"30,901",0.00,"16,893,155",1.36,"1,252,444",0.13,"664,374",1.80,"166,174",0.00,"4,289,658",0.00,"2,104,681",0.56,"902,308",0.00,"855,593",0.00,"29,224",22.18,"4,113,691",1.86,"251,229",0.57,"115,884",6.27,"49,786",2.39,"205,679",10.41,"216,746",0.40,"59,574",0.00,"2,027,458",0.04,"3,596,740",0.77,"710,550",0.95,"613,115",0.16,"23,366",0.00,"534,282",1.27,"43,926",1.57,"48,456",1.20,"340,564",0.00,"34,700",6.66,"3,200,497",0.04,"152,351",1.94,"22,253,660",0.02,"774,477",0.77,"18,968",0.00,"628,010",0.19,"116,736",0.00,"1,031,396",3.26,"2,730,330",1.27,"128,795",0.00,"86,180",0.02,"22,815",0.02,"301,883",0.34,"2,990,239",0.11,"583,414",0.19,"32,987",0.66,"1,518,168",0.00,"3,531,876",12.62,"57,593",18.12,"363,153",1.02,"7,308",0.00
     Liquor store expenditure,"8,811,363",0.18,"351,058",0.00,"6,868",2.32,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"143,619",0.00,0,0.00,0,0.00,"239,477",0.00,0,0.00,0,0.00,0,0.00,"133,175",0.00,"266,851",0.00,0,0.00,"953,839",0.00,"254,930",4.62,"307,076",0.00,0,0.00,"89,874",0.00,0,0.00,0,0.00,"559,778",0.00,0,0.00,0,0.00,0,0.00,"741,870",1.31,0,0.00,"1,013,714",0.00,0,0.00,"437,730",0.00,"2,040,689",0.00,0,0.00,0,0.00,"13,614",17.80,0,0.00,0,0.00,"304,779",0.00,"66,631",0.00,"695,129",0.00,0,0.00,"83,004",0.00,0,0.00,"107,658",0.00
     Insurance trust expenditure,"372,314,145",0.12,"3,813,760",0.00,"1,464,508",0.00,"5,066,951",0.00,"2,237,843",0.01,"71,201,273",0.04,"6,339,450",0.09,"5,935,186",0.12,"855,708",0.96,"599,012",0.00,"13,558,849",0.56,"8,464,945",0.08,"1,645,696",0.00,"1,281,468",0.00,"22,434,512",0.18,"2,822,998",0.03,"2,829,221",0.00,"2,087,044",0.00,"4,839,754",0.04,"5,204,925",0.53,"1,111,024",0.00,"6,195,498",0.09,"9,554,666",0.38,"10,217,293",0.40,"6,101,677",0.03,"2,953,324",0.00,"6,032,581",0.37,"1,139,907",0.00,"1,270,822",0.07,"2,942,747",0.00,"879,556",0.00,"14,256,041",0.00,"2,564,000",0.00,"38,144,012",0.00,"6,620,523",0.00,"691,095",0.00,"17,857,347",0.00,"2,835,416",0.07,"6,235,856",0.00,"15,190,843",2.90,"1,585,030",0.14,"3,690,905",0.00,"655,741",0.00,"3,728,289",1.34,"21,546,311",0.13,"1,863,604",0.00,"464,874",0.00,"6,573,213",0.32,"7,598,210",0.05,"1,704,713",0.05,"6,576,354",0.00,"849,572",0.00
          Unemployment compensation,"27,079,539",0.00,"145,909",0.00,"85,082",0.00,"209,766",0.00,"98,346",0.00,"5,110,692",0.00,"381,785",0.00,"602,724",0.00,"60,485",0.00,"120,010",0.00,"329,943",0.00,"295,567",0.00,"159,558",0.00,"86,903",0.00,"1,688,356",0.00,"242,422",0.00,"369,952",0.00,"134,423",0.00,"287,650",0.00,"127,601",0.00,"86,252",0.00,"433,842",0.00,"1,451,316",0.00,"736,593",0.00,"775,076",0.00,"61,738",0.00,"246,218",0.00,"101,302",0.00,"63,958",0.00,"279,597",0.00,"44,613",0.00,"1,963,782",0.00,"134,199",0.00,"2,070,776",0.00,"167,623",0.00,"77,888",0.00,"817,252",0.00,"212,867",0.00,"480,209",0.00,"1,749,112",0.00,"146,437",0.00,"156,963",0.00,"26,114",0.00,"186,248",0.00,"2,033,569",0.00,"153,900",0.00,"65,177",0.00,"277,165",0.00,"955,732",0.00,"153,912",0.00,"387,599",0.00,"45,336",0.00
          Employee retirement,"330,848,042",0.14,"3,667,851",0.00,"1,376,108",0.00,"4,857,185",0.00,"2,125,288",0.01,"58,846,485",0.05,"5,574,798",0.11,"5,309,583",0.13,"790,350",1.04,"479,002",0.00,"13,186,053",0.57,"8,135,644",0.08,"1,486,138",0.00,"1,040,503",0.00,"20,705,608",0.20,"2,573,909",0.04,"2,452,131",0.00,"1,950,185",0.00,"4,414,130",0.04,"4,989,383",0.55,"1,024,772",0.00,"5,600,905",0.09,"8,060,350",0.45,"9,471,208",0.43,"5,262,204",0.03,"2,891,586",0.00,"5,692,047",0.39,"911,301",0.01,"1,206,225",0.07,"2,663,150",0.00,"834,943",0.00,"11,548,603",0.00,"2,429,602",0.00,"34,604,387",0.00,"6,452,900",0.00,"465,540",0.00,"16,670,532",0.00,"2,622,549",0.08,"5,520,792",0.00,"13,312,142",3.31,"1,237,847",0.18,"3,497,801",0.00,"629,110",0.00,"3,542,041",1.41,"19,109,475",0.15,"1,695,566",0.00,"399,697",0.00,"6,289,486",0.33,"4,989,320",0.08,"1,420,724",0.06,"6,188,755",0.00,"642,150",0.00
          Workers' compensation,"7,306,452",0.00,0,0.00,"3,318",0.00,0,0.00,"14,209",0.00,"1,019,919",0.00,"379,094",0.00,"22,879",0.00,"4,873",0.00,0,0.00,"42,853",0.00,0,0.00,0,0.00,"154,062",0.00,"40,548",0.00,"6,667",0.00,"7,138",0.00,"2,436",0.00,"137,974",0.00,"58,659",0.00,0,0.00,"93,061",0.00,"43,000",0.00,"9,492",0.00,"64,397",0.00,0,0.00,"94,316",0.00,"127,304",0.00,639,0.00,0,0.00,0,0.00,"221,903",0.00,199,0.00,"1,468,849",0.00,0,0.00,"147,667",0.00,"369,563",0.00,0,0.00,"234,855",0.00,"129,589",0.00,"1,043",0.00,"36,141",0.00,517,0.00,0,0.00,"403,267",0.00,"14,138",0.00,0,0.00,"6,562",0.00,"1,653,158",0.00,"130,077",0.00,0,0.00,"162,086",0.00
          Other insurance trust,"7,080,112",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"6,224,177",0.00,"3,773",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"33,734",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"29,282",0.00,0,0.00,"67,690",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"521,753",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"199,703",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
            Debt outstanding,"3,198,761,686",0.17,"30,218,350",0.96,"9,557,037",0.53,"40,347,544",0.57,"19,664,418",1.10,"507,080,623",0.61,"64,086,127",3.12,"52,697,760",0.42,"7,450,721",0.32,"17,186,738",0.00,"131,778,361",1.19,"60,281,959",0.70,"17,426,529",0.00,"6,146,926",0.87,"165,055,933",0.71,"50,941,193",0.27,"19,750,522",0.68,"28,930,055",0.67,"50,734,221",0.63,"34,375,212",0.56,"8,770,276",0.93,"56,468,034",0.44,"98,417,790",0.47,"77,683,699",0.47,"55,219,548",0.59,"14,571,383",0.31,"47,193,910",0.76,"5,628,413",0.56,"14,503,461",0.86,"29,490,505",0.06,"10,301,034",0.48,"93,189,240",0.89,"15,969,980",1.51,"362,359,918",0.15,"47,574,490",0.66,"9,455,632",3.85,"94,374,382",1.12,"19,468,087",0.93,"40,677,932",0.61,"126,541,563",1.25,"11,952,946",0.17,"36,942,599",0.63,"6,637,329",0.61,"46,447,497",0.40,"308,237,621",0.70,"22,552,824",1.28,"4,703,336",0.72,"66,898,325",0.58,"88,080,183",0.43,"14,196,387",0.72,"48,564,981",1.16,"1,978,150",1.73
Short-term,"34,954,985",1.33,"281,189",0.77,"60,367",13.97,"414,976",0.02,"12,414",11.58,"985,547",0.87,"428,733",1.76,"458,781",11.91,"25,913",0.00,"83,170",0.00,"135,075",3.21,"510,500",2.27,0,0.00,"3,164",16.03,"502,037",0.02,"411,806",4.62,"67,236",17.31,"316,140",3.00,"476,951",1.25,"65,678",29.36,"16,654",24.82,"745,226",0.46,"2,102,538",4.72,"769,491",0.87,"312,883",0.28,"47,923",0.46,"112,074",12.00,"7,939",20.97,"55,182",10.62,"1,086,004",0.00,"9,565",0.00,"2,465,728",14.74,"45,400",19.94,"7,043,170",3.43,"58,270",2.46,"44,881",12.11,"658,079",14.51,"183,904",0.78,"130,478",0.88,"96,096",4.25,"99,864",0.00,"271,343",7.93,"9,415",0.00,"1,093,253",0.32,"9,825,035",0.24,"172,235",0.05,"263,722",0.66,"805,126",0.70,"632,741",1.14,"23,212",4.67,"523,046",0.90,"4,826",0.00
Long-term,"3,163,806,701",0.17,"29,937,161",0.97,"9,496,670",0.52,"39,932,569",0.57,"19,652,003",1.10,"506,095,077",0.61,"63,657,394",3.14,"52,238,979",0.36,"7,424,808",0.32,"17,103,568",0.00,"131,643,285",1.20,"59,771,459",0.71,"17,426,529",0.00,"6,143,762",0.86,"164,553,895",0.71,"50,529,387",0.26,"19,683,286",0.69,"28,613,914",0.67,"50,257,269",0.63,"34,309,534",0.52,"8,753,622",0.93,"55,722,808",0.44,"96,315,252",0.44,"76,914,207",0.47,"54,906,664",0.59,"14,523,460",0.31,"47,081,836",0.75,"5,620,474",0.56,"14,448,278",0.87,"28,404,501",0.07,"10,291,469",0.48,"90,723,512",0.72,"15,924,579",1.50,"355,316,749",0.14,"47,516,220",0.66,"9,410,751",3.86,"93,716,303",1.12,"19,284,183",0.94,"40,547,455",0.61,"126,445,468",1.25,"11,853,082",0.17,"36,671,256",0.63,"6,627,914",0.61,"45,354,244",0.41,"298,412,586",0.72,"22,380,589",1.29,"4,439,614",0.76,"66,093,199",0.59,"87,447,442",0.43,"14,173,175",0.72,"48,041,934",1.17,"1,973,324",1.73
     Public debt for private purposes,"554,068,456",0.26,"562,028",3.39,"3,740,185",0.00,"4,670,756",0.12,"4,544,707",2.71,"52,626,979",0.11,"12,541,749",0.52,"13,403,959",0.04,"1,525,126",0.38,"1,299,533",0.00,"12,930,391",0.98,"7,762,599",3.35,"56,414",0.00,"2,291,490",0.00,"26,111,085",0.45,"14,429,020",0.10,"1,725,838",2.31,"6,828,141",1.63,"14,914,565",0.67,"12,546,010",0.14,"1,940,883",0.53,"12,581,414",0.00,"20,123,128",0.05,"15,118,812",0.53,"12,156,643",0.60,"1,422,293",0.04,"17,464,497",1.43,"2,342,918",0.28,"1,418,606",0.00,"2,925,059",0.00,"4,041,191",0.03,"13,922,229",0.00,"4,505,425",4.78,"68,681,640",0.07,"9,048,428",0.66,"3,409,410",10.13,"31,627,254",3.08,"1,591,185",0.15,"6,941,144",1.56,"37,046,570",1.17,"4,893,129",0.00,"4,933,956",0.39,"2,941,459",0.25,"14,473,928",0.33,"25,063,333",2.97,"3,426,120",0.00,"1,418,554",0.00,"7,178,034",0.36,"7,210,144",0.24,"6,737,710",0.19,"12,153,378",1.59,"819,407",0.00
Long-term debt issued,"348,739,091",0.36,"2,582,266",4.76,"686,296",0.00,"2,484,371",0.11,"2,647,168",2.18,"53,717,166",1.22,"10,400,810",2.80,"5,077,589",0.92,"465,348",0.00,"1,726,211",0.00,"15,649,013",3.65,"6,617,109",1.67,"1,464,354",0.00,"342,017",2.75,"17,243,800",2.05,"3,752,437",0.70,"2,836,877",1.76,"6,823,452",0.45,"3,480,934",2.89,"1,557,657",7.06,"1,452,010",2.04,"6,479,605",0.86,"8,697,690",2.87,"10,515,097",1.13,"4,713,569",2.12,"1,463,360",1.33,"3,969,775",0.82,"514,964",2.64,"1,966,670",3.56,"2,955,448",0.04,"855,615",3.14,"7,328,879",1.70,"1,164,807",0.01,"43,139,787",0.31,"7,324,174",1.96,"7,819,684",0.08,"9,417,205",0.41,"2,928,679",1.51,"5,429,006",1.75,"10,108,992",2.37,"1,053,220",0.00,"3,221,840",1.24,"787,012",1.62,"5,874,969",0.44,"29,996,616",1.87,"4,343,851",0.92,"723,175",0.40,"5,328,915",0.43,"8,930,410",1.78,"2,476,493",0.32,"7,979,581",1.67,"223,117",5.64
