F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
                    Capital outlay,"63,817,182",0.00,"636,268",0.00,"170,054",0.00,"573,743",0.00,"519,022",0.00,"7,398,733",0.00,"1,170,166",0.00,"453,033",0.00,"131,456",0.00,"421,748",0.00,"2,294,843",0.00,"1,948,645",0.00,"198,214",0.00,"111,196",0.00,"1,885,789",0.00,"1,257,113",0.00,"806,871",0.00,"856,037",0.00,"755,997",0.00,"673,553",0.00,"148,095",0.00,"1,254,303",0.00,"1,239,625",0.00,"1,326,214",0.00,"2,141,306",0.00,"378,671",0.00,"797,094",0.00,"182,389",0.00,"688,877",0.00,"462,661",0.00,"144,110",0.00,"1,783,751",0.00,"549,663",0.00,"5,284,102",0.00,"1,329,760",0.00,"286,683",0.00,"1,926,650",0.00,"632,605",0.00,"827,255",0.00,"1,881,911",0.00,"82,388",0.00,"1,180,866",0.00,"151,014",0.00,"777,128",0.00,"9,832,221",0.00,"829,962",0.00,"55,639",0.00,"1,552,763",0.00,"2,339,970",0.00,"200,203",0.00,"935,827",0.00,"350,995",0.00
                 Other education,"56,341,706",0.00,"1,049,813",0.00,"85,033",0.00,"2,300,970",0.00,"542,352",0.00,"6,382,566",0.00,"1,008,181",0.00,"723,330",0.00,"479,362",0.00,0,0.00,"3,426,900",0.00,"2,181,117",0.00,"134,239",0.00,"229,405",0.00,"1,928,956",0.00,"1,173,420",0.00,"517,244",0.00,"302,542",0.00,"1,060,469",0.00,"794,368",0.00,"205,848",0.00,"833,354",0.00,"1,380,124",0.00,"1,441,277",0.00,"1,019,520",0.00,"611,259",0.00,"915,038",0.00,"105,882",0.00,"252,479",0.00,"546,372",0.00,"248,046",0.00,"4,111,699",0.00,"423,447",0.00,"2,079,624",0.00,"1,843,443",0.00,"123,838",0.00,"1,517,058",0.00,"618,072",0.00,"1,272,892",0.00,"2,396,759",0.00,"248,365",0.00,"1,598,823",0.00,"131,862",0.00,"987,100",0.00,"2,455,190",0.00,"273,157",0.00,"215,309",0.00,"1,141,461",0.00,"1,383,294",0.00,"520,181",0.00,"876,147",0.00,"244,519",0.00
               Libraries,"12,441,612",0.00,"94,396",0.00,"37,943",0.00,"185,233",0.00,"103,403",0.00,"1,587,263",0.00,"316,484",0.00,"166,040",0.00,"55,848",0.00,"93,064",0.00,"573,332",0.00,"189,857",0.00,"36,628",0.00,"63,482",0.00,"812,205",0.00,"356,290",0.00,"141,345",0.00,"134,485",0.00,"192,018",0.00,"191,323",0.00,"43,104",0.00,"188,561",0.00,"311,950",0.00,"400,766",0.00,"273,458",0.00,"61,323",0.00,"279,261",0.00,"29,855",0.00,"73,077",0.00,"106,868",0.00,"56,493",0.00,"390,507",0.00,"43,361",0.00,"1,132,292",0.00,"261,873",0.00,"20,127",0.00,"577,329",0.00,"100,726",0.00,"248,076",0.00,"201,907",0.00,"41,234",0.00,"162,201",0.00,"30,682",0.00,"145,046",0.00,"624,669",0.00,"110,387",0.00,"22,158",0.00,"331,683",0.00,"452,381",0.00,"51,339",0.00,"306,428",0.00,"31,851",0.00
     Social services and income maintenance:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Public welfare,"676,894,517",0.00,"7,001,467",0.00,"2,576,874",0.00,"14,397,424",0.00,"7,437,663",0.00,"112,014,809",0.00,"8,475,218",0.00,"3,817,103",0.00,"2,519,112",0.00,"3,763,527",0.00,"28,079,027",0.00,"12,219,563",0.00,"3,067,100",0.00,"2,512,660",0.00,"22,612,482",0.00,"13,952,916",0.00,"5,660,892",0.00,"4,341,841",0.00,"11,354,782",0.00,"11,309,018",0.00,"3,199,796",0.00,"13,201,818",0.00,"22,324,498",0.00,"17,087,649",0.00,"15,021,559",0.00,"6,349,848",0.00,"9,414,150",0.00,"2,222,087",0.00,"2,856,742",0.00,"3,953,863",0.00,"2,413,417",0.00,"18,382,468",0.00,"6,042,406",0.00,"70,299,560",0.00,"15,016,435",0.00,"1,532,559",0.00,"28,675,249",0.00,"6,774,239",0.00,"10,494,004",0.00,"34,243,736",0.00,"3,114,075",0.00,"7,924,042",0.00,"1,208,733",0.00,"11,003,399",0.00,"38,591,617",0.00,"3,907,919",0.00,"1,826,182",0.00,"12,038,487",0.00,"12,388,667",0.00,"4,713,914",0.00,"12,699,379",0.00,"858,542",0.00
                    Cash assistance payments,"22,998,175",0.00,"113,625",0.00,"121,869",0.00,"263,835",0.00,"6,772",0.00,"6,414,359",0.00,"106,560",0.00,"180,010",0.00,"36,790",0.00,"862,994",0.00,"218,530",0.00,"112,744",0.00,"27,911",0.00,"59,298",0.00,"124,205",0.00,"366,585",0.00,"235,420",0.00,"57,901",0.00,"174,499",0.00,"31,743",0.00,"54,866",0.00,"1,268,025",0.00,"539,172",0.00,"248,691",0.00,"636,453",0.00,"58,797",0.00,"83,705",0.00,0,0.00,18,0.00,"45,834",0.00,"51,422",0.00,"588,071",0.00,"57,253",0.00,"2,561,079",0.00,"581,253",0.00,"68,040",0.00,"480,732",0.00,"155,010",0.00,"269,426",0.00,"1,768,528",0.00,"24,028",0.00,"146,731",0.00,"90,768",0.00,"562,621",0.00,"1,719,016",0.00,"592,558",0.00,"23,018",0.00,"309,544",0.00,"169,359",0.00,"54,342",0.00,"274,141",0.00,24,0.00
                    Vendor payments,"561,093,295",0.00,"6,186,962",0.00,"2,103,003",0.00,"11,231,060",0.00,"6,865,610",0.00,"89,196,176",0.00,"6,896,007",0.00,"2,546,832",0.00,"2,125,389",0.00,"2,048,546",0.00,"25,011,363",0.00,"10,827,745",0.00,"2,540,770",0.00,"2,125,435",0.00,"19,208,837",0.00,"12,447,446",0.00,"4,873,482",0.00,"3,652,042",0.00,"10,343,869",0.00,"10,445,245",0.00,"2,361,875",0.00,"10,766,705",0.00,"20,215,638",0.00,"13,621,240",0.00,"12,068,219",0.00,"5,940,594",0.00,"8,731,568",0.00,"2,054,064",0.00,"1,992,044",0.00,"3,237,164",0.00,"1,851,711",0.00,"15,582,556",0.00,"5,414,470",0.00,"57,650,983",0.00,"12,906,805",0.00,"1,203,380",0.00,"24,686,186",0.00,"5,640,897",0.00,"6,438,714",0.00,"26,454,516",0.00,"2,813,588",0.00,"6,996,751",0.00,"1,020,239",0.00,"9,351,926",0.00,"32,738,329",0.00,"2,912,146",0.00,"1,133,484",0.00,"9,642,745",0.00,"10,749,218",0.00,"4,069,099",0.00,"9,515,782",0.00,"654,840",0.00
                    Other public welfare,"92,803,047",0.00,"700,880",0.00,"352,002",0.00,"2,902,529",0.00,"565,281",0.00,"16,404,274",0.00,"1,472,651",0.00,"1,090,261",0.00,"356,933",0.00,"851,987",0.00,"2,849,134",0.00,"1,279,074",0.00,"498,419",0.00,"327,927",0.00,"3,279,440",0.00,"1,138,885",0.00,"551,990",0.00,"631,898",0.00,"836,414",0.00,"832,030",0.00,"783,055",0.00,"1,167,088",0.00,"1,569,688",0.00,"3,217,718",0.00,"2,316,887",0.00,"350,457",0.00,"598,877",0.00,"168,023",0.00,"864,680",0.00,"670,865",0.00,"510,284",0.00,"2,211,841",0.00,"570,683",0.00,"10,087,498",0.00,"1,528,377",0.00,"261,139",0.00,"3,508,331",0.00,"978,332",0.00,"3,785,864",0.00,"6,020,692",0.00,"276,459",0.00,"780,560",0.00,"97,726",0.00,"1,088,852",0.00,"4,134,272",0.00,"403,215",0.00,"669,680",0.00,"2,086,198",0.00,"1,470,090",0.00,"590,473",0.00,"2,909,456",0.00,"203,678",0.00
               Hospitals,"192,687,466",0.00,"6,315,082",0.00,"473,310",0.00,"789,376",0.00,"1,278,120",0.00,"29,637,723",0.00,"2,785,320",0.00,"1,437,043",0.00,"83,059",0.00,"254,501",0.00,"9,759,915",0.00,"5,196,175",0.00,"617,798",0.00,"692,796",0.00,"3,223,944",0.00,"5,284,029",0.00,"3,870,502",0.00,"3,308,634",0.00,"2,484,078",0.00,"2,916,062",0.00,"188,171",0.00,"591,765",0.00,"1,579,388",0.00,"5,193,770",0.00,"2,281,105",0.00,"3,978,326",0.00,"4,150,060",0.00,"149,774",0.00,"1,025,294",0.00,"1,090,349",0.00,"61,520",0.00,"2,573,220",0.00,"1,343,312",0.00,"17,077,075",0.00,"10,287,154",0.00,"54,216",0.00,"5,055,744",0.00,"1,303,498",0.00,"2,697,785",0.00,"4,426,248",0.00,"61,583",0.00,"6,480,767",0.00,"145,456",0.00,"3,737,779",0.00,"18,498,747",0.00,"2,261,865",0.00,"21,907",0.00,"5,280,484",0.00,"6,680,645",0.00,"364,668",0.00,"2,432,634",0.00,"1,205,690",0.00
                    Capital outlay,"9,156,685",0.00,"361,743",0.00,"15,936",0.00,"30,046",0.00,"40,667",0.00,"1,432,727",0.00,"191,626",0.00,"54,057",0.00,633,0.00,"22,813",0.00,"640,011",0.00,"245,818",0.00,"2,142",0.00,"60,284",0.00,"63,331",0.00,"431,480",0.00,"411,227",0.00,"262,148",0.00,"182,832",0.00,"116,272",0.00,"1,015",0.00,"8,790",0.00,"53,023",0.00,"22,781",0.00,"68,270",0.00,"149,563",0.00,"226,821",0.00,"3,310",0.00,"53,978",0.00,"70,570",0.00,"1,766",0.00,"3,511",0.00,"31,783",0.00,"783,185",0.00,"482,620",0.00,561,0.00,"305,881",0.00,"32,399",0.00,"222,346",0.00,"160,037",0.00,"5,196",0.00,"282,086",0.00,"30,479",0.00,"210,865",0.00,"608,824",0.00,"65,839",0.00,56,0.00,"238,560",0.00,"243,689",0.00,"4,694",0.00,"148,567",0.00,"69,827",0.00
               Health,"103,699,518",0.00,"901,253",0.00,"244,089",0.00,"847,867",0.00,"273,155",0.00,"23,975,652",0.00,"858,823",0.00,"1,076,608",0.00,"513,881",0.00,"659,432",0.00,"5,635,463",0.00,"2,326,808",0.00,"614,064",0.00,"299,566",0.00,"2,140,237",0.00,"942,010",0.00,"443,338",0.00,"676,495",0.00,"921,550",0.00,"711,992",0.00,"279,752",0.00,"1,810,961",0.00,"1,700,709",0.00,"4,303,821",0.00,"1,320,214",0.00,"429,926",0.00,"2,452,890",0.00,"446,203",0.00,"353,972",0.00,"438,359",0.00,"145,583",0.00,"2,102,046",0.00,"518,831",0.00,"7,202,123",0.00,"3,946,436",0.00,"223,777",0.00,"3,637,636",0.00,"1,135,168",0.00,"1,777,901",0.00,"5,576,470",0.00,"253,898",0.00,"1,396,410",0.00,"130,494",0.00,"1,774,555",0.00,"6,228,084",0.00,"746,428",0.00,"377,238",0.00,"2,377,260",0.00,"4,060,957",0.00,"288,254",0.00,"1,595,006",0.00,"605,873",0.00
               Employment security administration,"3,999,297",0.00,"94,177",0.00,"22,119",0.00,"113,428",0.00,"87,782",0.00,"309,629",0.00,"59,950",0.00,"21,090",0.00,"17,165",0.00,"46,679",0.00,"314,357",0.00,"35,082",0.00,"6,310",0.00,"10,987",0.00,"50,778",0.00,"83,162",0.00,"52,854",0.00,"32,561",0.00,"115,836",0.00,"127,964",0.00,"67,336",0.00,"51,021",0.00,"197,482",0.00,"176,102",0.00,"45,446",0.00,"36,864",0.00,"39,752",0.00,"46,554",0.00,"41,894",0.00,"61,682",0.00,"24,439",0.00,"193,051",0.00,"10,539",0.00,"202,909",0.00,"114,224",0.00,"15,689",0.00,"127,959",0.00,"81,420",0.00,"56,442",0.00,"102,487",0.00,"38,959",0.00,"63,800",0.00,"10,132",0.00,"58,354",0.00,"93,000",0.00,"11,632",0.00,"1,905",0.00,"76,239",0.00,"203,045",0.00,"18,916",0.00,"89,037",0.00,"39,076",0.00
               Veterans' services,"702,165",0.00,"6,108",0.00,0,0.00,"10,843",0.00,"1,951",0.00,"18,608",0.00,"2,613",0.00,"28,383",0.00,0,0.00,0,0.00,"10,357",0.00,"8,603",0.00,7,0.00,0,0.00,"10,045",0.00,"9,023",0.00,"1,936",0.00,"11,877",0.00,"50,374",0.00,"6,581",0.00,258,0.00,"2,323",0.00,"5,931",0.00,0,0.00,"14,575",0.00,"22,287",0.00,878,0.00,"2,400",0.00,"1,189",0.00,114,0.00,"1,097",0.00,"13,905",0.00,"4,191",0.00,"6,505",0.00,"7,046",0.00,812,0.00,"30,902",0.00,"15,544",0.00,"7,979",0.00,"6,075",0.00,0,0.00,0,0.00,"1,357",0.00,"5,658",0.00,"276,561",0.00,"4,124",0.00,"3,771",0.00,"25,865",0.00,"29,674",0.00,"11,742",0.00,"22,054",0.00,39,0.00
     Transportation:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Highways,"181,111,713",0.00,"2,486,023",0.00,"1,412,550",0.00,"2,560,715",0.00,"2,038,261",0.00,"16,441,059",0.00,"3,260,734",0.00,"2,239,940",0.00,"840,026",0.00,"454,310",0.00,"11,271,111",0.00,"4,327,694",0.00,"611,391",0.00,"879,086",0.00,"9,237,765",0.00,"2,558,021",0.00,"2,794,560",0.00,"1,927,850",0.00,"2,197,511",0.00,"2,248,073",0.00,"987,004",0.00,"3,371,900",0.00,"3,814,668",0.00,"4,266,954",0.00,"4,812,313",0.00,"1,734,517",0.00,"2,375,401",0.00,"838,291",0.00,"1,550,146",0.00,"2,032,588",0.00,"755,418",0.00,"4,061,121",0.00,"913,354",0.00,"12,220,045",0.00,"4,878,048",0.00,"1,746,929",0.00,"6,034,370",0.00,"2,585,263",0.00,"2,119,540",0.00,"9,786,248",0.00,"474,524",0.00,"2,277,922",0.00,"960,677",0.00,"2,248,898",0.00,"15,192,816",0.00,"1,832,007",0.00,"613,377",0.00,"4,955,425",0.00,"4,392,690",0.00,"1,230,779",0.00,"5,598,298",0.00,"663,502",0.00
                    Capital outlay,"101,740,409",0.00,"1,283,026",0.00,"706,097",0.00,"1,383,261",0.00,"1,291,573",0.00,"5,481,780",0.00,"1,629,511",0.00,"1,205,628",0.00,"579,053",0.00,"309,697",0.00,"7,778,274",0.00,"2,654,789",0.00,"186,669",0.00,"455,396",0.00,"6,095,718",0.00,"1,458,689",0.00,"1,533,829",0.00,"1,095,566",0.00,"1,351,894",0.00,"1,337,124",0.00,"368,338",0.00,"1,729,541",0.00,"1,798,627",0.00,"1,514,341",0.00,"2,864,299",0.00,"830,082",0.00,"1,077,999",0.00,"355,324",0.00,"813,865",0.00,"1,230,928",0.00,"310,149",0.00,"2,503,186",0.00,"441,690",0.00,"7,339,933",0.00,"3,331,650",0.00,"1,054,328",0.00,"3,681,306",0.00,"1,684,573",0.00,"850,525",0.00,"6,096,190",0.00,"252,708",0.00,"1,443,233",0.00,"524,747",0.00,"1,187,896",0.00,"9,837,366",0.00,"979,129",0.00,"241,732",0.00,"2,659,196",0.00,"2,283,573",0.00,"624,510",0.00,"3,677,481",0.00,"334,390",0.00
               Air transportation (airports),"26,028,822",0.00,"137,606",0.00,"376,461",0.00,"529,059",0.00,"111,893",0.00,"4,653,418",0.00,"829,616",0.00,"27,451",0.00,"7,487",0.00,0,0.00,"2,729,192",0.00,"791,413",0.00,"528,423",0.00,"64,961",0.00,"1,440,537",0.00,"248,741",0.00,"83,840",0.00,"101,394",0.00,"190,661",0.00,"377,655",0.00,"52,004",0.00,"323,579",0.00,"621,166",0.00,"591,767",0.00,"492,062",0.00,"77,435",0.00,"325,158",0.00,"78,498",0.00,"102,268",0.00,"324,449",0.00,"41,091",0.00,"44,492",0.00,"86,889",0.00,"2,367,338",0.00,"531,246",0.00,"107,747",0.00,"376,458",0.00,"165,959",0.00,"364,946",0.00,"656,743",0.00,"75,113",0.00,"203,207",0.00,"62,125",0.00,"467,573",0.00,"2,057,032",0.00,"432,159",0.00,"40,221",0.00,"683,181",0.00,"587,339",0.00,"41,318",0.00,"316,597",0.00,"101,854",0.00
               Parking facilities,"2,110,128",0.00,"14,738",0.00,"13,074",0.00,"9,240",0.00,"2,912",0.00,"517,554",0.00,"48,343",0.00,"49,054",0.00,"10,219",0.00,"30,860",0.00,"211,931",0.00,"8,364",0.00,"3,924",0.00,59,0.00,"75,292",0.00,"10,994",0.00,"23,393",0.00,"5,186",0.00,"32,105",0.00,"2,900",0.00,"5,282",0.00,"60,309",0.00,"16,790",0.00,"41,508",0.00,"64,299",0.00,"1,199",0.00,"22,000",0.00,"6,213",0.00,"8,163",0.00,"9,353",0.00,"13,398",0.00,"75,352",0.00,"9,652",0.00,"90,233",0.00,"34,115",0.00,"2,864",0.00,"78,273",0.00,"9,274",0.00,"17,940",0.00,"236,976",0.00,"2,614",0.00,"30,361",0.00,"4,504",0.00,"12,880",0.00,"34,933",0.00,107,0.00,"7,659",0.00,"52,829",0.00,"21,670",0.00,"7,239",0.00,"60,986",0.00,"1,011",0.00
               Sea and inland port facilities,"6,357,079",0.00,"91,218",0.00,"148,143",0.00,0,0.00,"3,222",0.00,"1,479,848",0.00,0,0.00,911,0.00,"57,957",0.00,0,0.00,"525,391",0.00,"338,836",0.00,"79,955",0.00,"2,244",0.00,"14,141",0.00,"16,438",0.00,12,0.00,0,0.00,"32,554",0.00,"302,752",0.00,"5,552",0.00,"215,654",0.00,"105,060",0.00,"4,674",0.00,"58,952",0.00,"53,481",0.00,"2,817",0.00,"1,311",0.00,0,0.00,0,0.00,110,0.00,"43,939",0.00,0,0.00,"322,773",0.00,"68,923",0.00,0,0.00,"33,574",0.00,"9,539",0.00,"153,028",0.00,"14,665",0.00,"2,720",0.00,"372,039",0.00,0,0.00,"1,252",0.00,"598,879",0.00,0,0.00,0,0.00,"596,446",0.00,"573,334",0.00,916,0.00,"23,819",0.00,0,0.00
     Public safety:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Police protection,"113,644,846",0.00,"1,283,440",0.00,"365,305",0.00,"2,454,185",0.00,"677,646",0.00,"18,875,370",0.00,"1,890,303",0.00,"1,179,303",0.00,"378,957",0.00,"639,302",0.00,"8,509,422",0.00,"2,739,699",0.00,"482,768",0.00,"454,311",0.00,"5,255,868",0.00,"1,342,060",0.00,"811,432",0.00,"864,062",0.00,"762,165",0.00,"1,639,119",0.00,"307,047",0.00,"2,651,888",0.00,"2,234,987",0.00,"2,582,037",0.00,"1,996,899",0.00,"771,000",0.00,"1,789,420",0.00,"333,103",0.00,"498,954",0.00,"1,271,655",0.00,"420,331",0.00,"3,527,353",0.00,"706,090",0.00,"10,381,172",0.00,"3,162,344",0.00,"250,219",0.00,"3,837,087",0.00,"1,007,597",0.00,"1,375,220",0.00,"3,876,566",0.00,"452,341",0.00,"1,305,492",0.00,"212,291",0.00,"1,957,167",0.00,"8,149,098",0.00,"769,997",0.00,"193,719",0.00,"2,494,461",0.00,"2,056,132",0.00,"394,610",0.00,"1,850,700",0.00,"223,152",0.00
               Fire protection,"50,403,849",0.00,"515,228",0.00,"241,144",0.00,"1,209,179",0.00,"306,810",0.00,"8,500,946",0.00,"1,021,299",0.00,"626,552",0.00,"38,585",0.00,"281,620",0.00,"4,030,212",0.00,"1,168,448",0.00,"256,778",0.00,"227,683",0.00,"2,653,956",0.00,"846,833",0.00,"273,313",0.00,"352,336",0.00,"390,354",0.00,"764,186",0.00,"167,491",0.00,"1,179,440",0.00,"1,297,007",0.00,"982,962",0.00,"489,375",0.00,"296,086",0.00,"881,909",0.00,"136,519",0.00,"259,926",0.00,"551,206",0.00,"257,394",0.00,"1,010,452",0.00,"338,265",0.00,"3,943,729",0.00,"1,046,392",0.00,"121,014",0.00,"2,031,342",0.00,"619,553",0.00,"778,185",0.00,"843,421",0.00,"331,269",0.00,"559,885",0.00,"68,676",0.00,"771,021",0.00,"3,396,724",0.00,"330,117",0.00,"69,362",0.00,"1,372,019",0.00,"1,627,628",0.00,"123,667",0.00,"720,382",0.00,"95,969",0.00
               Correction,"79,360,627",0.00,"734,305",0.00,"323,921",0.00,"1,704,164",0.00,"511,683",0.00,"14,624,717",0.00,"1,325,506",0.00,"622,077",0.00,"327,693",0.00,"197,189",0.00,"4,555,977",0.00,"2,118,288",0.00,"228,515",0.00,"419,201",0.00,"2,113,677",0.00,"1,056,387",0.00,"442,174",0.00,"542,320",0.00,"883,652",0.00,"1,069,961",0.00,"247,048",0.00,"1,935,543",0.00,"1,452,153",0.00,"2,480,828",0.00,"1,034,326",0.00,"516,966",0.00,"945,969",0.00,"258,364",0.00,"514,541",0.00,"772,971",0.00,"225,981",0.00,"2,145,617",0.00,"718,272",0.00,"6,523,051",0.00,"1,953,641",0.00,"222,362",0.00,"2,074,916",0.00,"776,718",0.00,"1,305,108",0.00,"3,735,909",0.00,"210,109",0.00,"743,215",0.00,"185,258",0.00,"1,118,480",0.00,"6,326,404",0.00,"569,377",0.00,"141,148",0.00,"2,647,991",0.00,"1,730,875",0.00,"355,002",0.00,"1,492,977",0.00,"198,100",0.00
                    Capital outlay,"2,262,391",0.00,"15,172",0.00,"2,698",0.00,"32,575",0.00,"18,890",0.00,"591,773",0.00,"22,067",0.00,"2,675",0.00,"2,547",0.00,"3,176",0.00,"67,797",0.00,"65,429",0.00,"3,420",0.00,"17,011",0.00,"25,402",0.00,"17,399",0.00,"1,254",0.00,"20,524",0.00,"19,914",0.00,"42,569",0.00,"8,129",0.00,"54,134",0.00,"51,020",0.00,"8,496",0.00,"11,016",0.00,"12,446",0.00,"10,659",0.00,"5,859",0.00,"4,867",0.00,"28,519",0.00,"28,615",0.00,"49,020",0.00,"5,034",0.00,"194,293",0.00,"45,025",0.00,"69,247",0.00,"123,560",0.00,"37,767",0.00,"42,964",0.00,"49,320",0.00,"4,871",0.00,"10,852",0.00,"1,786",0.00,"14,894",0.00,"142,348",0.00,"48,535",0.00,"1,130",0.00,"75,475",0.00,"87,227",0.00,"10,123",0.00,"51,930",0.00,938,0.00
               Protective inspection and regulation,"14,394,997",0.00,"153,180",0.00,"38,170",0.00,"201,923",0.00,"95,081",0.00,"4,469,564",0.00,"122,753",0.00,"102,647",0.00,"68,995",0.00,"107,253",0.00,"803,703",0.00,"159,155",0.00,"59,887",0.00,"62,948",0.00,"258,916",0.00,"128,952",0.00,"108,548",0.00,"95,385",0.00,"109,634",0.00,"117,382",0.00,"48,848",0.00,"281,636",0.00,"303,098",0.00,"453,756",0.00,"204,401",0.00,"97,737",0.00,"105,909",0.00,"39,324",0.00,"61,451",0.00,"188,671",0.00,"58,589",0.00,"465,254",0.00,"59,257",0.00,"740,294",0.00,"316,755",0.00,"44,374",0.00,"294,771",0.00,"139,186",0.00,"361,720",0.00,"392,048",0.00,"29,772",0.00,"136,426",0.00,"35,239",0.00,"139,252",0.00,"862,508",0.00,"86,609",0.00,"35,664",0.00,"299,509",0.00,"513,855",0.00,"81,745",0.00,"216,260",0.00,"37,003",0.00
     Environment and housing:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Natural resources,"32,000,566",0.00,"260,274",0.00,"369,235",0.00,"488,095",0.00,"337,645",0.00,"7,114,661",0.00,"575,816",0.00,"213,187",0.00,"88,171",0.00,"83,164",0.00,"4,024,615",0.00,"565,281",0.00,"157,341",0.00,"324,796",0.00,"634,555",0.00,"435,962",0.00,"600,645",0.00,"283,029",0.00,"392,748",0.00,"1,074,775",0.00,"146,631",0.00,"645,708",0.00,"248,103",0.00,"421,481",0.00,"870,416",0.00,"306,106",0.00,"430,586",0.00,"332,181",0.00,"328,356",0.00,"304,759",0.00,"65,275",0.00,"494,498",0.00,"348,525",0.00,"663,148",0.00,"602,241",0.00,"406,537",0.00,"421,993",0.00,"181,505",0.00,"567,399",0.00,"796,796",0.00,"79,555",0.00,"272,563",0.00,"209,138",0.00,"418,617",0.00,"1,478,761",0.00,"277,528",0.00,"107,772",0.00,"322,487",0.00,"1,188,792",0.00,"236,165",0.00,"613,695",0.00,"189,254",0.00
                    Capital outlay,"5,450,457",0.00,"20,657",0.00,"14,812",0.00,"82,372",0.00,"38,140",0.00,"1,024,624",0.00,"93,966",0.00,"42,796",0.00,"6,057",0.00,"6,869",0.00,"895,409",0.00,"94,259",0.00,"44,333",0.00,"32,035",0.00,"66,718",0.00,"51,657",0.00,"160,612",0.00,"18,884",0.00,"24,641",0.00,"539,388",0.00,"7,550",0.00,"117,359",0.00,"46,891",0.00,"34,820",0.00,"135,224",0.00,"28,379",0.00,"46,652",0.00,"15,166",0.00,"51,440",0.00,"104,433",0.00,"6,563",0.00,"80,589",0.00,"35,155",0.00,"138,826",0.00,"70,631",0.00,"91,538",0.00,"39,574",0.00,"27,304",0.00,"48,824",0.00,"73,927",0.00,"12,633",0.00,"53,335",0.00,"16,534",0.00,"51,807",0.00,"406,190",0.00,"35,688",0.00,"5,691",0.00,"39,778",0.00,"261,824",0.00,"29,352",0.00,"61,281",0.00,"17,270",0.00
               Parks and recreation,"45,453,800",0.00,"546,254",0.00,"128,692",0.00,"735,955",0.00,"275,788",0.00,"6,668,138",0.00,"1,488,383",0.00,"264,089",0.00,"84,525",0.00,"262,117",0.00,"3,301,245",0.00,"1,392,159",0.00,"361,835",0.00,"192,182",0.00,"3,113,758",0.00,"488,753",0.00,"359,029",0.00,"379,536",0.00,"364,434",0.00,"763,344",0.00,"101,798",0.00,"975,332",0.00,"504,362",0.00,"1,398,060",0.00,"1,343,766",0.00,"237,306",0.00,"736,129",0.00,"109,646",0.00,"249,144",0.00,"590,819",0.00,"117,518",0.00,"767,164",0.00,"330,327",0.00,"3,093,253",0.00,"1,102,651",0.00,"404,745",0.00,"1,551,963",0.00,"533,214",0.00,"740,157",0.00,"1,080,778",0.00,"83,851",0.00,"584,314",0.00,"176,989",0.00,"641,932",0.00,"2,721,683",0.00,"535,875",0.00,"61,431",0.00,"1,118,219",0.00,"1,329,128",0.00,"213,136",0.00,"697,570",0.00,"151,324",0.00
                    Capital outlay,"10,623,523",0.00,"114,492",0.00,"21,604",0.00,"74,205",0.00,"65,339",0.00,"1,070,370",0.00,"302,344",0.00,"30,315",0.00,"23,039",0.00,"76,937",0.00,"733,061",0.00,"612,234",0.00,"141,648",0.00,"41,197",0.00,"739,963",0.00,"61,638",0.00,"50,995",0.00,"80,614",0.00,"51,870",0.00,"164,404",0.00,"14,233",0.00,"64,636",0.00,"115,028",0.00,"668,463",0.00,"391,600",0.00,"48,327",0.00,"167,982",0.00,"26,149",0.00,"80,058",0.00,"78,745",0.00,"10,414",0.00,"181,179",0.00,"61,013",0.00,"1,034,884",0.00,"293,672",0.00,"141,590",0.00,"384,477",0.00,"209,887",0.00,"134,201",0.00,"217,299",0.00,"4,533",0.00,"80,620",0.00,"49,742",0.00,"120,873",0.00,"722,904",0.00,"70,802",0.00,"6,367",0.00,"195,714",0.00,"352,919",0.00,"44,137",0.00,"165,043",0.00,"29,763",0.00
