,Description,United States Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
5,            Revenue1,"5,731,179,510","63,621,075","19,274,460","96,255,079","49,214,052","987,628,494","93,706,101","73,407,160","20,239,971","19,595,642","273,981,813","152,071,700","29,960,305","24,693,049","208,378,777","89,520,826","59,009,570","42,543,977","64,140,184","71,741,482","21,671,732","101,680,189","133,275,231","141,149,984","121,302,218","43,545,216","86,904,501","17,363,863","33,052,603","47,164,335","18,241,528","151,618,450","41,040,569","549,845,688","146,292,164","15,012,793","186,962,910","53,184,654","88,361,950","209,709,429","25,711,422","68,842,355","15,364,721","89,214,827","408,424,881","47,013,146","21,849,943","135,480,993","148,243,176","26,944,612","85,839,258","11,886,452"
6,General revenue1,"4,076,400,107","54,522,813","13,831,140","72,869,572","31,835,606","630,739,237","69,274,901","52,678,503","15,022,050","16,851,243","204,950,804","99,567,604","21,848,312","17,888,830","153,148,934","76,987,790","39,121,863","34,163,979","49,827,872","54,086,165","16,658,112","77,615,035","101,959,370","108,377,226","74,288,174","32,068,803","58,688,743","13,116,785","23,402,214","29,781,350","13,762,500","122,518,130","30,669,204","356,444,203","111,838,217","12,175,189","131,646,730","38,796,126","58,058,543","164,422,234","16,170,507","53,025,009","8,211,082","61,957,833","310,103,228","39,269,147","8,995,657","100,596,796","100,010,400","20,271,833","62,439,805","9,844,705"
7,Intergovernmental revenue1,"1,120,200,979","16,998,858","5,592,913","27,432,509","11,186,977","143,666,434","16,366,821","12,902,285","5,327,825","6,310,666","51,844,049","29,074,098","6,159,252","5,376,305","36,546,981","22,989,320","9,167,082","7,127,030","19,280,320","21,390,571","5,055,735","21,588,728","30,010,111","32,352,242","17,663,511","11,281,885","16,248,335","5,524,057","5,998,891","7,749,097","3,821,908","26,019,270","12,599,835","97,176,126","31,391,893","3,991,139","39,353,733","11,002,177","15,449,768","50,401,185","6,599,740","13,417,594","2,307,828","18,683,102","93,357,244","8,771,103","2,786,406","24,701,904","24,457,914","7,283,083","14,981,194","3,433,945"
8,     From Federal Government,"1,120,200,979","16,998,858","5,592,913","27,432,509","11,186,977","143,666,434","16,366,821","12,902,285","5,327,825","6,310,666","51,844,049","29,074,098","6,159,252","5,376,305","36,546,981","22,989,320","9,167,082","7,127,030","19,280,320","21,390,571","5,055,735","21,588,728","30,010,111","32,352,242","17,663,511","11,281,885","16,248,335","5,524,057","5,998,891","7,749,097","3,821,908","26,019,270","12,599,835","97,176,126","31,391,893","3,991,139","39,353,733","11,002,177","15,449,768","50,401,185","6,599,740","13,417,594","2,307,828","18,683,102","93,357,244","8,771,103","2,786,406","24,701,904","24,457,914","7,283,083","14,981,194","3,433,945"
9,     From State government1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,     From local governments1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,General revenue from own sources,"2,956,199,128","37,523,956","8,238,227","45,437,062","20,648,629","487,072,803","52,908,080","39,776,218","9,694,225","10,540,577","153,106,755","70,493,507","15,689,060","12,512,525","116,601,953","53,998,471","29,954,780","27,036,949","30,547,552","32,695,594","11,602,376","56,026,308","71,949,259","76,024,983","56,624,663","20,786,918","42,440,408","7,592,728","17,403,322","22,032,254","9,940,592","96,498,860","18,069,370","259,268,077","80,446,324","8,184,050","92,292,998","27,793,948","42,608,775","114,021,049","9,570,767","39,607,415","5,903,254","43,274,730","216,745,984","30,498,045","6,209,251","75,894,892","75,552,486","12,988,750","47,458,611","6,410,760"
12,    Taxes,"2,103,241,260","21,396,582","3,075,412","33,710,293","14,706,506","360,783,028","37,214,637","34,146,576","6,748,955","8,894,003","95,627,755","49,383,699","11,224,551","8,726,466","93,249,733","36,528,019","18,954,711","17,463,026","21,065,845","22,372,810","9,352,608","44,717,132","56,664,097","49,991,561","42,590,016","13,099,550","28,612,828","5,645,058","12,475,154","16,064,249","7,504,329","76,971,983","10,954,818","205,150,549","51,658,175","5,454,803","62,851,517","17,822,591","27,603,697","81,390,353","7,116,724","22,919,361","4,171,522","29,678,472","143,674,839","18,872,763","4,870,446","53,564,770","51,574,328","8,386,049","33,548,631","3,015,682"
13,          Property,"630,207,794","3,329,023","1,707,204","9,105,708","2,524,045","82,076,484","12,034,572","11,870,805","1,110,532","3,007,722","35,443,117","15,081,641","2,321,006","2,108,600","31,251,650","8,241,583","6,193,386","5,260,176","4,364,207","4,590,963","3,904,106","11,203,432","19,569,400","16,680,773","10,678,549","3,557,321","8,226,703","2,035,976","4,263,899","3,822,680","4,588,816","32,793,053","1,980,250","66,384,750","11,862,825","1,219,863","18,256,164","3,662,013","7,716,196","21,835,969","2,700,714","7,166,475","1,488,436","6,455,899","65,553,293","4,104,422","1,935,556","16,566,844","14,711,643","1,921,893","10,485,666","1,251,792"
14,          Sales and gross receipts,"689,884,799","10,493,911","668,257","15,782,245","7,470,432","84,225,925","12,336,811","8,148,270","605,632","1,591,327","46,625,250","16,830,401","4,687,987","3,255,176","29,204,714","14,032,495","6,269,084","6,195,006","7,847,018","12,265,784","2,637,126","11,428,696","10,714,401","16,166,034","11,808,631","5,774,333","10,074,340","791,972","3,622,593","10,135,259","985,455","17,965,046","5,363,355","46,152,545","19,004,703","1,728,166","24,904,447","7,681,084","3,113,695","25,801,548","2,156,121","7,815,117","2,230,149","17,290,414","68,141,510","6,719,915","1,271,833","14,784,519","31,163,082","3,125,864","9,748,094","1,049,028"
15,               General sales,"477,145,413","6,885,384","264,238","13,330,314","5,668,143","59,600,653","9,014,364","5,252,683",0,"1,233,016","33,949,411","12,057,835","3,629,797","2,531,284","15,657,672","9,282,932","4,470,516","4,806,493","4,558,456","9,161,823","1,909,698","5,458,909","7,785,108","11,190,298","7,078,965","4,230,391","7,687,408",0,"2,875,443","7,113,063",0,"12,803,267","4,412,898","32,570,046","13,651,933","1,189,571","16,892,951","5,679,014",0,"14,652,154","1,334,931","5,418,629","1,671,741","13,130,279","49,575,099","5,086,955","522,443","8,143,608","24,431,426","1,609,537","6,857,316","827,323"
16,               Selective sales,"212,739,386","3,608,527","404,020","2,451,931","1,802,289","24,625,272","3,322,447","2,895,587","605,632","358,311","12,675,839","4,772,566","1,058,190","723,892","13,547,042","4,749,562","1,798,568","1,388,513","3,288,562","3,103,961","727,428","5,969,787","2,929,293","4,975,736","4,729,666","1,543,942","2,386,932","791,972","747,151","3,022,196","985,455","5,161,779","950,456","13,582,499","5,352,771","538,595","8,011,496","2,002,070","3,113,695","11,149,394","821,190","2,396,488","558,407","4,160,136","18,566,411","1,632,960","749,390","6,640,911","6,731,656","1,516,327","2,890,778","221,706"
17,                    Motor fuel,"53,051,096","990,799","56,561","844,828","588,229","7,659,320","618,724","469,851","124,842","23,618","3,700,648","1,781,682","148,738","405,050","2,498,546","1,545,637","673,571","445,472","699,875","639,727","231,938","1,025,338","662,932","1,336,795","844,730","457,970","696,002","274,353","415,141","652,204","117,200","386,173","230,303","1,465,180","2,113,248","173,157","2,550,950","571,408","653,725","3,031,113","130,104","838,264","189,960","1,210,808","3,596,892","534,738","109,548","1,482,105","1,518,342","399,542","1,123,970","111,244"
18,                    Alcoholic beverage,"8,248,106","323,047","47,006","89,138","73,834","411,969","54,116","79,109","32,719","6,197","338,642","381,229","45,178","11,159","375,734","58,542","29,798","148,735","174,267","81,382","18,461","38,941","93,206","235,383","104,922","45,761","46,316","46,484","35,338","44,690","13,701","174,731","24,769","291,683","646,680","9,612","135,198","146,821","18,086","465,959","22,112","210,709","20,454","431,390","1,262,775","17,880","12,105","295,471","472,949","27,702","73,778","2,238"
19,                    Tobacco products,"19,481,996","205,735","101,672","294,155","233,224","1,969,795","228,095","322,806","115,700","22,185","1,100,091","242,897","108,529","48,796","1,088,692","410,363","200,579","123,410","420,634","268,770","144,593","388,243","398,214","886,370","626,480","140,868","111,493","73,677","55,790","185,039","251,000","601,614","95,230","1,028,988","307,357","26,108","928,318","463,457","377,921","1,292,064","158,682","28,306","52,328","242,926","1,397,304","106,633","77,473","345,895","386,660","171,187","604,097","21,553"
20,                    Public utilities,"27,359,097","786,757","19,545","226,054","169,248","4,226,502","125,072","256,751","48,540","159,773","3,895,650","391,225","254,113","42,321","2,461,688","266,523","304,048","145,427","435,183","147,587","29,308","573,659",0,"81,787","257,063","62,300","357,459","41,015","133,788","310,868","42,851","986,141","89,762","1,615,365",233,"75,146","1,084,279","145,471","383,814","1,010,756","93,449","102,371","36,637","103,818","2,018,587","266,410","11,776","1,027,212","1,515,152","157,554","354,279","28,780"
21,                    Other selective sales,"104,599,092","1,302,188","179,236","997,757","737,755","10,357,686","2,296,441","1,767,070","283,831","146,538","3,640,808","1,975,533","501,632","216,566","7,122,382","2,468,497","590,572","525,469","1,558,603","1,966,495","303,128","3,943,606","1,774,941","2,435,401","2,896,471","837,042","1,175,663","356,443","107,094","1,829,395","560,703","3,013,120","510,393","9,181,283","2,285,253","254,573","3,312,751","674,913","1,680,149","5,349,502","416,843","1,216,838","259,028","2,171,193","10,290,853","707,299","538,488","3,490,228","2,838,553","760,342","734,654","57,891"
22,          Individual income,"545,142,145","5,037,089",0,"6,532,753","3,467,141","146,324,579","10,246,531","10,259,183","2,148,289","2,643,213",0,"14,220,906","3,354,690","2,457,943","21,870,696","11,783,938","4,370,992","4,618,399","6,886,506","3,933,108","2,075,273","17,228,875","19,683,486","12,648,129","15,170,613","2,515,630","8,202,855","1,889,444","3,130,599",0,"148,648","16,833,495","1,198,906","70,621,612","15,908,051","448,704","16,616,584","3,767,669","11,256,904","21,985,066","1,757,678","5,456,360",0,"179,384",0,"6,672,695","1,233,157","17,066,596",0,"2,253,788","9,035,988",0
23,          Corporate income,"98,713,170","1,134,256","124,987","913,573","618,457","26,097,277","1,278,046","2,607,064","341,910","863,057","3,407,190","1,750,735","191,426","351,479","5,729,501","1,385,158","793,641","727,435","1,152,481","587,747","284,317","1,840,705","3,672,995","1,496,498","2,423,383","550,199","777,034","268,444","571,220",0,"1,009,975","5,959,760","152,728","12,160,533","1,515,650","155,458","276,767","601,224","1,359,765","4,635,064","257,943","740,197","53,960","2,564,458",0,"745,673","166,841","1,579,303",0,"320,487","2,517,169",0
24,          Motor vehicle license,"32,462,840","282,306","52,849","295,273","178,731","5,281,226","531,285","223,255","62,180","55,085","1,523,039","406,893","434,593","238,102","2,480,679","407,081","778,613","265,520","226,211","88,879","126,502","520,735","472,284","1,455,962","958,306","169,938","354,198","198,726","214,934","209,587","94,400","681,061","232,681","1,566,535","1,112,355","118,233","603,861","818,922","818,048","1,307,236","28,168","327,813","134,551","533,083","2,522,883","243,553","75,558","698,005","1,150,203","4,568","767,683","130,466"
25,          Other taxes,"106,830,512","1,119,997","522,114","1,080,741","447,700","16,777,536","787,392","1,037,999","2,480,412","733,599","8,629,159","1,093,123","234,849","315,166","2,712,493","677,764","548,995","396,489","589,422","906,328","325,284","2,494,689","2,551,530","1,544,166","1,550,534","532,129","977,697","460,496","671,909","1,896,723","677,035","2,739,567","2,026,898","8,264,574","2,254,591","1,784,379","2,193,694","1,291,679","3,339,088","5,825,470","216,100","1,413,398","264,426","2,655,234","7,457,153","386,505","187,502","2,869,503","4,549,400","759,449","994,032","584,395"
26,     Charges and miscellaneous general revenue,"852,957,868","16,127,374","5,162,815","11,726,769","5,942,123","126,289,775","15,693,443","5,629,642","2,945,270","1,646,574","57,479,000","21,109,807","4,464,509","3,786,060","23,352,220","17,470,451","11,000,069","9,573,923","9,481,707","10,322,784","2,249,769","11,309,176","15,285,162","26,033,422","14,034,647","7,687,368","13,827,581","1,947,670","4,928,169","5,968,005","2,436,263","19,526,878","7,114,552","54,117,528","28,788,149","2,729,247","29,441,480","9,971,357","15,005,078","32,630,697","2,454,043","16,688,054","1,731,732","13,596,258","73,071,145","11,625,281","1,338,805","22,330,122","23,978,157","4,602,700","13,909,980","3,395,078"
27,          Current charges,"569,595,965","13,051,119","1,573,448","7,173,580","4,187,663","93,790,094","10,831,594","3,527,827","1,486,741","800,897","34,438,252","15,707,698","2,232,572","2,864,778","13,774,238","12,988,194","8,535,181","7,308,088","7,431,285","6,837,460","1,543,960","7,440,507","8,818,394","18,808,433","8,783,748","6,267,942","8,432,700","1,213,569","3,156,136","4,058,326","1,368,666","10,976,843","3,208,808","32,362,445","22,266,801","1,286,554","18,004,410","6,122,029","10,345,178","21,494,517","1,466,170","12,931,218","913,967","9,180,638","44,006,353","8,896,354","821,692","15,189,601","18,224,400","2,738,581","8,786,478","1,939,839"
28,               Education,"123,975,388","2,993,914","168,337","3,096,541","1,363,733","11,795,509","3,109,489","1,280,530","610,689","34,228","3,829,861","2,878,041","333,380","523,382","3,675,006","3,648,427","1,846,299","1,420,432","1,650,036","1,823,911","321,485","2,266,959","2,651,272","5,629,996","2,140,626","1,401,056","2,249,601","471,526","979,156","536,713","528,813","3,429,192","637,608","3,944,397","3,664,445","503,306","5,922,603","2,393,857","1,820,169","6,396,629","501,701","2,564,778","359,870","1,864,198","10,677,696","2,444,298","522,466","4,510,479","3,102,887","838,040","2,449,882","167,939"
29,                    Institutions  of higher education,"115,203,657","2,770,620","148,229","2,995,694","1,287,213","11,169,128","2,860,737","1,209,664","602,673","32,399","3,394,249","2,550,113","328,271","473,834","3,349,244","3,454,248","1,766,362","1,354,928","1,556,152","1,660,645","307,717","2,224,893","2,344,689","5,210,587","1,868,566","1,299,786","2,041,583","441,039","832,601","529,280","518,129","3,015,822","592,514","3,737,706","3,620,965","456,107","5,127,176","2,193,508","1,767,787","5,860,440","448,680","2,453,723","317,845","1,528,898","10,044,112","2,321,209","513,075","4,396,545","2,949,797","794,786","2,319,642","160,047"
30,                    School lunch sales (gross),"1,087,429","22,256","1,557","8,226","10,656","19,676","11,436","52,148","2,182",5,"46,507","26,250","2,791","2,802","18,096","48,649","23,023","11,148","8,225","3,314","7,339","2,943","152,246","13,383","17,289","6,504","20,878","4,838","24,188","2,752","4,094","28,053","20,999","26,475","16,461","9,824","42,964","12,661","1,992","33,801","15,848","7,799","9,441","17,111","185,398","7,594","3,176","40,077","1,783","1,708","24,571","4,293"
31,               Hospitals,"198,289,560","8,053,581","520,082","687,882","1,517,442","34,023,483","3,002,624","547,699","4,187","111,299","9,889,835","6,068,974","498,960","815,125","2,270,623","5,920,640","4,790,534","4,236,566","3,757,578","2,497,097","109,446","191,994","476,126","6,143,561","2,286,404","3,802,758","3,365,943","83,887","587,585","940,592","6,985","1,208,672","1,640,985","12,451,935","13,602,102","3,824","5,933,618","1,435,179","3,189,777","5,674,751","3,069","7,424,839","105,326","3,948,881","16,607,811","3,538,591",36,"4,799,759","5,320,004","478,851","2,401,400","1,310,657"
32,               Highways,"19,834,356","12,883","50,070","28,530","7,748","603,543","281,878","20,819","343,491","1,437","2,097,060","126,107","4,721","57,457","1,270,880","311,716","5,738","131,750","97,486","30,480","133,620","708,270","1,013,331","140,754","180,553","7,871","36,218","34,866","34,449","51,500","145,902","1,912,309","14,318","3,977,649","179,576","18,811","334,501","321,324","91,880","1,443,992","64,466","142,188","11,552","4,574","2,057,353","36,258","2,850","342,829","542,326","165,473","192,727","6,273"
33,               Air transportation (airports),"19,583,342","102,978","170,996","341,193","56,687","2,979,804","739,074","29,428","7,752",0,"2,093,119","530,784","256,230","38,892","1,238,907","175,044","54,681","40,027","183,588","193,302","39,410","196,826","611,146","350,779","240,376","48,561","281,951","37,971","66,805","508,792","29,823","25,534","51,549","2,134,375","497,257","28,411","263,865","95,151","267,073","423,521","37,139","155,958","17,858","342,470","1,924,731","212,245","11,328","712,866","564,588","30,032","108,862","33,601"
34,               Parking facilities,"2,356,403","7,389","6,863","12,212","4,278","460,754","30,660","57,062","17,150","3,228","228,784","16,983","8,898","2,846","36,616","13,446","18,657","4,392","16,754","13,523","15,168","68,085","38,562","35,249","63,567",772,"17,970","7,184","22,470","7,324","17,246","113,779","8,902","296,298","43,211","3,637","48,790","11,306","54,432","259,575","1,630","54,918","3,990","15,765","36,235","5,019","5,258","51,314","33,279","6,029","48,944",0
35,               Sea and inland port facilities,"6,843,292","151,656","64,982",0,"5,533","1,752,974",0,829,"11,810",0,"551,438","610,586","175,223","1,640","10,416","21,520",20,0,"26,957","205,213","3,637","95,642","128,332","1,333","37,541","54,978","3,882","1,801",0,0,0,"23,654",0,"343,290","56,042",0,"129,966","10,161","104,746","2,891","1,526","313,083",0,"2,193","758,087",0,0,"621,102","548,388",0,"10,219",0
36,               Natural resources,"5,422,404","10,080","10,580","176,830","24,029","2,106,788","62,920","41,537","1,309",0,"631,779","57,445","22,447","134,949","60,685","40,092","95,005","45,512","42,995","13,924","28,046","26,611","33,497","66,460","77,161","27,842","9,062","70,894","55,091","33,109","6,173","8,881","20,266","63,040","54,487","22,811","47,502","21,359","280,194","56,445","18,031","34,908","15,333","26,198","302,835","37,751","3,781","13,219","228,137","31,606","83,763","39,004"
37,               Parks and recreation,"9,317,025","106,721","14,478","125,814","57,918","1,086,911","389,774","94,998","25,149","13,647","709,865","219,822","31,358","60,022","635,334","140,427","92,546","48,169","112,007","144,498","29,412","152,960","126,609","197,350","275,943","29,267","173,466","20,283","44,742","632,595","54,252","257,104","35,601","386,261","129,492","89,002","273,091","103,904","182,838","185,469","23,640","146,893","33,264","131,744","547,536","227,412","24,493","189,581","203,963","82,361","192,522","24,519"
38,               Housing and community development,"8,140,347","119,511","60,017","27,676","55,114","1,160,999","216,990","121,488","15,960","24,604","344,722","142,701","36,866","86,939","219,415","59,781","36,198","40,320","37,011","34,993","56,413","235,122","425,723","67,253","396,368","46,568","93,868","14,966","56,781","43,853","44,121","157,059","23,965","1,187,398","201,495","12,201","215,264","86,669","114,587","408,672","45,490","66,118","7,286","125,756","295,811","33,698","16,835","189,425","488,330","37,521","95,612","8,817"
39,               Sewerage,"67,345,539","653,685","120,009","1,038,405","363,734","10,049,350","1,271,039","505,537","202,767","406,098","4,032,574","2,430,138","528,730","312,795","1,520,638","2,043,474","728,398","543,291","785,882","561,357","225,244","1,523,506","1,817,514","2,408,645","1,309,676","312,299","1,259,702","142,376","385,873","611,141","185,697","1,712,795","233,638","2,922,788","1,693,475","84,265","2,490,394","557,561","1,338,470","3,227,711","246,692","850,081","122,429","1,198,353","5,060,251","583,994","85,550","1,851,338","3,201,162","280,707","1,249,731","74,577"
40,               Solid waste management,"21,025,672","271,529","94,674","557,239","194,825","3,829,609","131,676","141,068","92,932","5,269","2,646,605","768,593","167,805","208,671","385,539","196,210","362,647","176,747","141,344","232,190","57,412","508,422","127,545","349,862","400,011","188,607","131,087","76,337","74,903","27,004","46,543","402,738","225,592","673,773","706,325","89,132","338,142","346,364","186,680","648,996","26,499","251,243","59,309","321,046","1,805,744","255,496","27,616","617,329","1,011,778","51,356","299,656","87,956"
41,               Other charges,"87,462,638","567,192","292,359","1,081,259","536,622","23,940,369","1,595,468","686,834","153,545","201,087","7,382,609","1,857,524","167,954","622,060","2,450,180","417,416","504,457","620,883","579,647","1,086,973","524,667","1,466,110","1,368,738","3,417,192","1,375,521","347,363","809,950","251,479","848,282","665,703","303,110","1,725,126","316,385","3,981,242","1,438,894","431,153","2,006,674","739,193","2,714,333","2,765,865","496,288","926,212","177,750","1,199,459","3,932,264","1,521,593","121,480","1,290,361","2,979,558","736,604","1,653,160","186,496"
42,          Miscellaneous general revenue,"283,361,903","3,076,255","3,589,367","4,553,189","1,754,460","32,499,681","4,861,849","2,101,815","1,458,529","845,677","23,040,748","5,402,109","2,231,937","921,282","9,577,981","4,482,257","2,464,889","2,265,835","2,050,422","3,485,324","705,809","3,868,669","6,466,768","7,224,989","5,250,899","1,419,426","5,394,881","734,102","1,772,033","1,909,679","1,067,597","8,550,035","3,905,744","21,755,083","6,521,348","1,442,693","11,437,071","3,849,328","4,659,900","11,136,179","987,873","3,756,835","817,766","4,415,620","29,064,792","2,728,927","517,113","7,140,521","5,753,757","1,864,120","5,123,502","1,455,239"
43,               Interest earnings,"56,697,361","716,977","1,030,459","1,031,995","361,176","5,012,616","1,305,713","704,464","182,723","19,785","2,693,964","742,565","340,101","183,105","1,989,009","1,325,517","344,416","364,675","310,814","513,347","170,430","631,004","1,238,141","1,478,443","966,708","210,096","1,409,670","210,059","325,098","504,368","373,199","2,125,110","975,381","5,714,675","803,574","745,409","2,165,218","822,378","729,991","1,449,912","383,729","621,198","291,670","1,164,689","5,907,388","771,521","119,892","1,282,749","1,354,953","657,052","945,304","974,931"
44,               Special assessments,"12,340,569","36,160","7,047","63,352","5,169","3,050,150","387,900","19,502","36,313","5,431","3,844,616","104,943","18,722","74,620","846,403","10,250","19,715","108,751","35,446","47,117","10,455","120,990","10,562","230,258","361,902","8,828","94,603","98,557","92,441","138,900","2,599","8,193","12,707","149,505","26,233","175,472","401,008","32,214","95,869","67,815","1,437","77,724","19,654","140,116","662,746","70,901","1,807","68,238","347,911","13,377","65,875","10,067"
45,               Sale of property,"5,126,080","104,016","1,245,151","381,452","15,502","395,523","96,249","25,915","3,987","1,000","334,286","101,325",841,"45,672","1,740","97,201","75,025","18,582","59,029","7,530","17,527","16,525","50,324","113,143","84,781","31,660","60,905","27,741","13,136","49,711","7,748","85,102","7,675","71,482","119,289","16,298","100,269","48,645","73,019","117,511","4,293","71,366","10,213","44,078","313,356","129,316","16,956","39,083","243,881","6,112","120,603","4,307"
46,               Other general revenue,"209,197,894","2,219,102","1,306,710","3,076,391","1,372,614","24,041,392","3,071,986","1,351,935","1,235,506","819,461","16,167,882","4,453,277","1,872,273","617,886","6,740,829","3,049,291","2,025,732","1,773,827","1,645,133","2,917,330","507,397","3,100,150","5,167,741","5,403,146","3,837,508","1,168,843","3,829,703","397,745","1,341,357","1,216,699","684,051","6,331,630","2,909,981","15,819,421","5,572,251","505,514","8,770,576","2,946,091","3,761,021","9,500,941","598,414","2,986,547","496,229","3,066,737","22,181,302","1,757,189","378,459","5,750,451","3,807,012","1,187,579","3,991,719","465,934"
47,Utility revenue,"176,917,014","3,352,845","406,586","5,654,783","1,012,455","35,219,185","3,406,879","816,981","455,968","390,742","10,134,124","4,592,770","413,361","268,057","5,319,689","2,786,818","1,304,821","1,685,704","1,834,272","1,187,869","157,904","1,177,439","3,503,474","3,473,966","2,780,961","894,003","2,448,280","200,179","4,268,222","1,505,778","132,740","1,899,909","715,310","12,581,416","4,247,137","304,883","3,350,923","2,171,515","2,313,685","2,961,842","247,734","3,583,563","382,295","8,614,404","17,712,002","2,114,106","226,942","2,023,686","7,966,475","318,075","2,156,380","237,875"
48,     Water supply,"80,244,261","1,037,116","120,986","1,818,376","533,844","19,000,688","1,987,471","414,787","100,335","228,017","5,147,087","1,917,840","382,954","172,711","3,182,212","1,023,121","685,925","819,987","916,650","517,756","138,453","1,027,384","1,729,540","2,000,949","960,689","381,619","768,424","197,477","376,902","1,323,891","116,324","1,365,191","479,056","2,820,916","1,619,550","275,660","2,114,815","1,066,595","1,459,933","1,890,405","221,425","1,081,197","174,465","1,362,734","9,913,769","784,011","88,784","1,351,058","1,859,356","291,999","847,269","146,560"
49,     Electric power,"81,995,800","1,895,477","263,891","3,707,486","475,163","14,272,886","1,160,498","334,986","345,082",0,"4,517,609","1,835,597",0,"92,570","1,467,170","1,419,136","504,036","827,916","594,691","545,817","15,650","89,832","1,415,558","1,422,195","1,667,055","409,199","1,538,081","1,357","3,654,580","116,897","12,845","177,402","175,472","6,511,204","2,438,372","25,870","1,157,916","1,062,513","778,048","187,802","7,975","2,255,557","195,865","6,163,763","7,361,998","1,276,012","136,228","408,483","5,705,200","10,436","1,265,119","91,304"
50,     Gas supply,"6,437,657","416,944","18,248","46,169","1,554","337,827","153,156","20,961",0,0,"283,737","765,581",0,0,"251,475","316,828","98,670","34,838","305,950","107,010",0,"6,444","52,074",0,"99,819","101,948","108,761",0,"230,898",0,0,0,"47,679","8,945","159,382",108,"34,747","34,437",517,"592,788",0,"234,864","11,942","1,057,610","262,338","11,773",0,"213,390","6,538",241,"1,466",0
51,     Transit,"8,239,296","3,308","3,461","82,753","1,895","1,607,784","105,755","46,247","10,551","162,725","185,691","73,753","30,407","2,776","418,833","27,733","16,190","2,963","16,981","17,285","3,800","53,779","306,302","50,821","53,398","1,237","33,014","1,345","5,841","64,990","3,571","357,316","13,103","3,240,350","29,833","3,246","43,446","7,970","75,187","290,848","18,334","11,945",23,"30,297","173,897","42,310","1,930","50,755","395,381","15,399","42,527",11
52,Liquor store revenue,"12,782,947","477,392","8,591",0,0,0,0,0,0,0,0,0,0,"233,639",0,0,"416,015",0,0,0,"236,999","315,492",0,"1,459,225","322,394","508,466",0,"135,420",0,0,"788,621",0,0,0,"1,143,229",0,"1,672,571",0,"792,060","2,317,843",0,0,"14,403",0,0,"461,147","108,155","1,091,350",0,"127,796",0,"152,139"
53,Insurance trust revenue2,"1,465,079,441","5,268,025","5,028,144","17,730,724","16,365,991","321,670,072","21,024,320","19,911,675","4,761,954","2,353,657","58,896,886","47,911,325","7,698,632","6,302,523","49,910,154","9,746,218","18,166,871","6,694,294","12,478,039","16,467,448","4,618,718","22,572,222","27,812,386","27,839,568","43,910,689","10,073,944","25,767,477","3,911,479","5,382,167","15,877,207","3,557,667","27,200,411","9,656,054","180,820,069","29,063,581","2,532,721","50,292,685","12,217,014","27,197,662","40,007,509","9,293,181","12,233,783","6,756,941","18,642,591","80,609,651","5,168,745","12,519,189","31,769,162","40,266,301","6,226,908","21,243,073","1,651,734"
54,     Unemployment compensation,"87,327,788","631,470","146,590","553,513","80,088","25,416,331","1,658,936","1,421,154","354,526","1,409,928","1,122,594","515,549","927,941","360,930","5,496,732","496,374","433,821","312,300","1,056,333","374,491","147,104","699,894","4,329,648","1,138,702","1,810,475","502,881","655,675","122,022","100,812","896,835","137,008","3,058,919","435,086","9,657,994","428,896","341,500","2,376,070","436,558","1,093,253","4,030,563","229,732","272,613","84,712","308,029","7,902,267","195,986","95,778","466,654","1,498,410","367,235","592,972","143,904"
55,     Employee retirement,"1,353,030,829","4,636,555","4,876,768","17,177,211","16,269,871","286,074,811","18,706,402","18,462,837","4,407,428","943,729","57,715,689","47,395,432","6,770,691","5,680,723","44,365,689","9,242,340","17,724,007","6,381,994","11,197,229","15,956,971","4,461,241","21,712,112","22,926,331","26,692,132","42,040,569","9,565,618","25,031,849","3,604,487","5,281,249","14,980,372","3,420,659","23,398,905","9,208,591","168,104,005","28,634,685","1,935,662","46,176,378","11,780,456","25,299,299","35,757,590","8,810,218","11,939,661","6,672,228","18,334,562","71,425,233","4,965,927","12,423,411","31,302,508","35,707,756","5,628,360","20,639,469","1,182,929"
56,     Workers' compensation,"14,251,698",0,"4,786",0,"16,032","1,138,462","658,303","27,684",0,0,"58,603",0,0,"260,870","47,725","7,504","9,043",0,"224,477","73,349","10,373","83,652","21,410","8,734","59,645","5,445","79,953","184,970",106,0,0,"224,492","12,377","3,058,070",0,"255,559","1,740,237",0,"805,110","219,356","17,897","21,509",1,0,"1,282,151","6,832",0,0,"3,060,135","231,313","10,632","324,901"
