F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
Description,United States Total,,Alabama,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,
,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local
,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV
,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
Description,C1,C2,C6,C7,C11,C12,C16,C17,C21,C22,C26,C27,C31,C32,C36,C37,C41,C42,C46,C47,C51,C52,C56,C57,C61,C62,C66,C67,C71,C72,C76,C77,C81,C82,C86,C87,C91,C92,C96,C97,C101,C102,C106,C107,C111,C112,C116,C117,C121,C122,C126,C127,C131,C132,C136,C137,C141,C142,C146,C147,C151,C152,C156,C157,C161,C162,C166,C167,C171,C172,C176,C177,C181,C182,C186,C187,C191,C192,C196,C197,C201,C202,C206,C207,C211,C212,C216,C217,C221,C222,C226,C227,C231,C232,C236,C237,C241,C242,C246,C247,C251,C252,C256,C257
          Current charges,"569,595,965",0.24,"13,051,119",0.32,"1,573,448",0.31,"7,173,580",0.18,"4,187,663",1.19,"93,790,094",0.89,"10,831,594",1.54,"3,527,827",0.39,"1,486,741",2.13,"800,897",0.00,"34,438,252",0.39,"15,707,698",0.57,"2,232,572",0.00,"2,864,778",0.81,"13,774,238",1.52,"12,988,194",0.34,"8,535,181",0.90,"7,308,088",0.22,"7,431,285",0.37,"6,837,460",2.91,"1,543,960",1.41,"7,440,507",0.16,"8,818,394",0.82,"18,808,433",0.70,"8,783,748",0.48,"6,267,942",0.29,"8,432,700",2.82,"1,213,569",0.49,"3,156,136",1.22,"4,058,326",0.31,"1,368,666",1.01,"10,976,843",1.03,"3,208,808",0.36,"32,362,445",1.15,"22,266,801",0.59,"1,286,554",0.72,"18,004,410",0.27,"6,122,029",0.82,"10,345,178",0.42,"21,494,517",1.64,"1,466,170",0.82,"12,931,218",0.55,"913,967",0.82,"9,180,638",1.67,"44,006,353",0.78,"8,896,354",0.37,"821,692",0.28,"15,189,601",0.32,"18,224,400",3.75,"2,738,581",0.43,"8,786,478",0.83,"1,939,839",0.39
               Education,"123,975,388",0.04,"2,993,914",0.00,"168,337",0.01,"3,096,541",0.00,"1,363,733",0.00,"11,795,509",0.01,"3,109,489",0.00,"1,280,530",0.31,"610,689",0.00,"34,228",0.00,"3,829,861",0.00,"2,878,041",0.00,"333,380",0.00,"523,382",0.00,"3,675,006",0.00,"3,648,427",0.00,"1,846,299",0.00,"1,420,432",0.00,"1,650,036",0.00,"1,823,911",0.00,"321,485",0.04,"2,266,959",0.00,"2,651,272",2.02,"5,629,996",0.00,"2,140,626",0.00,"1,401,056",0.00,"2,249,601",0.00,"471,526",0.00,"979,156",0.00,"536,713",0.00,"528,813",0.00,"3,429,192",0.03,"637,608",0.00,"3,944,397",0.30,"3,664,445",0.06,"503,306",0.00,"5,922,603",0.00,"2,393,857",0.00,"1,820,169",0.00,"6,396,629",0.00,"501,701",0.00,"2,564,778",0.00,"359,870",0.00,"1,864,198",0.40,"10,677,696",0.00,"2,444,298",0.00,"522,466",0.00,"4,510,479",0.05,"3,102,887",0.00,"838,040",0.00,"2,449,882",0.00,"167,939",0.00
                    Institutions  of higher education,"115,203,657",0.01,"2,770,620",0.00,"148,229",0.00,"2,995,694",0.00,"1,287,213",0.00,"11,169,128",0.00,"2,860,737",0.00,"1,209,664",0.00,"602,673",0.00,"32,399",0.00,"3,394,249",0.00,"2,550,113",0.00,"328,271",0.00,"473,834",0.00,"3,349,244",0.00,"3,454,248",0.00,"1,766,362",0.00,"1,354,928",0.00,"1,556,152",0.00,"1,660,645",0.00,"307,717",0.00,"2,224,893",0.00,"2,344,689",0.00,"5,210,587",0.00,"1,868,566",0.00,"1,299,786",0.00,"2,041,583",0.00,"441,039",0.00,"832,601",0.00,"529,280",0.00,"518,129",0.00,"3,015,822",0.00,"592,514",0.00,"3,737,706",0.32,"3,620,965",0.05,"456,107",0.00,"5,127,176",0.00,"2,193,508",0.00,"1,767,787",0.00,"5,860,440",0.00,"448,680",0.00,"2,453,723",0.00,"317,845",0.00,"1,528,898",0.00,"10,044,112",0.00,"2,321,209",0.00,"513,075",0.00,"4,396,545",0.00,"2,949,797",0.00,"794,786",0.00,"2,319,642",0.00,"160,047",0.00
                    School lunch sales (gross),"1,087,429",0.52,"22,256",0.00,"1,557",0.67,"8,226",0.00,"10,656",0.00,"19,676",0.00,"11,436",0.00,"52,148",7.60,"2,182",0.00,5,0.00,"46,507",0.00,"26,250",0.00,"2,791",0.00,"2,802",0.00,"18,096",0.00,"48,649",0.00,"23,023",0.00,"11,148",0.00,"8,225",0.00,"3,314",0.00,"7,339",1.80,"2,943",0.97,"152,246",2.22,"13,383",0.00,"17,289",0.00,"6,504",0.00,"20,878",0.00,"4,838",0.00,"24,188",0.00,"2,752",0.00,"4,094",0.00,"28,053",3.36,"20,999",0.00,"26,475",0.00,"16,461",3.27,"9,824",0.00,"42,964",0.00,"12,661",0.00,"1,992",0.00,"33,801",0.00,"15,848",0.00,"7,799",0.00,"9,441",0.00,"17,111",3.93,"185,398",0.00,"7,594",0.00,"3,176",0.00,"40,077",4.75,"1,783",0.00,"1,708",0.00,"24,571",0.00,"4,293",0.00
               Hospitals,"198,289,560",0.28,"8,053,581",0.46,"520,082",0.00,"687,882",0.76,"1,517,442",3.06,"34,023,483",0.33,"3,002,624",0.54,"547,699",0.00,"4,187",0.00,"111,299",0.00,"9,889,835",0.53,"6,068,974",0.84,"498,960",0.00,"815,125",2.74,"2,270,623",0.37,"5,920,640",0.00,"4,790,534",1.57,"4,236,566",0.01,"3,757,578",0.67,"2,497,097",7.92,"109,446",0.00,"191,994",0.00,"476,126",0.00,"6,143,561",0.00,"2,286,404",0.03,"3,802,758",0.09,"3,365,943",7.00,"83,887",1.24,"587,585",4.56,"940,592",0.00,"6,985",0.00,"1,208,672",0.00,"1,640,985",0.00,"12,451,935",2.88,"13,602,102",0.95,"3,824",0.00,"5,933,618",0.01,"1,435,179",2.63,"3,189,777",0.38,"5,674,751",0.00,"3,069",0.00,"7,424,839",0.85,"105,326",0.56,"3,948,881",3.70,"16,607,811",0.20,"3,538,591",0.00,36,0.00,"4,799,759",0.21,"5,320,004",0.30,"478,851",0.00,"2,401,400",0.00,"1,310,657",0.37
               Highways,"19,834,356",0.37,"12,883",2.95,"50,070",3.57,"28,530",1.83,"7,748",2.73,"603,543",2.12,"281,878",1.28,"20,819",0.00,"343,491",0.01,"1,437",0.00,"2,097,060",1.24,"126,107",0.99,"4,721",0.00,"57,457",0.00,"1,270,880",0.28,"311,716",0.01,"5,738",12.16,"131,750",0.52,"97,486",0.14,"30,480",0.00,"133,620",1.00,"708,270",0.04,"1,013,331",0.00,"140,754",5.33,"180,553",6.12,"7,871",0.00,"36,218",13.52,"34,866",0.83,"34,449",0.60,"51,500",0.32,"145,902",0.71,"1,912,309",0.01,"14,318",0.00,"3,977,649",0.00,"179,576",0.00,"18,811",5.37,"334,501",0.29,"321,324",0.08,"91,880",0.20,"1,443,992",0.72,"64,466",0.00,"142,188",0.00,"11,552",5.08,"4,574",2.53,"2,057,353",3.12,"36,258",1.51,"2,850",0.00,"342,829",0.03,"542,326",0.28,"165,473",0.00,"192,727",4.81,"6,273",0.00
               Air transportation (airports),"19,583,342",0.92,"102,978",2.33,"170,996",0.13,"341,193",0.05,"56,687",1.97,"2,979,804",1.41,"739,074",19.96,"29,428",0.00,"7,752",0.00,0,0.00,"2,093,119",0.83,"530,784",0.40,"256,230",0.00,"38,892",0.03,"1,238,907",7.49,"175,044",0.49,"54,681",0.31,"40,027",0.28,"183,588",0.18,"193,302",0.54,"39,410",0.13,"196,826",0.01,"611,146",0.07,"350,779",0.94,"240,376",0.18,"48,561",2.14,"281,951",0.14,"37,971",1.42,"66,805",0.02,"508,792",0.00,"29,823",9.75,"25,534",11.46,"51,549",4.92,"2,134,375",0.06,"497,257",0.07,"28,411",7.65,"263,865",0.09,"95,151",0.72,"267,073",0.12,"423,521",0.04,"37,139",0.00,"155,958",3.52,"17,858",0.06,"342,470",0.07,"1,924,731",0.61,"212,245",0.04,"11,328",0.01,"712,866",0.01,"564,588",0.00,"30,032",28.23,"108,862",0.75,"33,601",0.68
               Parking facilities,"2,356,403",0.88,"7,389",0.00,"6,863",0.30,"12,212",0.87,"4,278",3.56,"460,754",0.78,"30,660",0.22,"57,062",0.90,"17,150",6.87,"3,228",0.00,"228,784",5.13,"16,983",1.60,"8,898",0.00,"2,846",0.00,"36,616",8.12,"13,446",10.89,"18,657",0.44,"4,392",0.00,"16,754",0.00,"13,523",0.00,"15,168",2.69,"68,085",0.00,"38,562",5.54,"35,249",2.56,"63,567",0.96,772,0.00,"17,970",1.23,"7,184",0.00,"22,470",0.00,"7,324",0.00,"17,246",5.96,"113,779",6.77,"8,902",0.00,"296,298",0.88,"43,211",20.06,"3,637",0.00,"48,790",0.29,"11,306",0.00,"54,432",8.13,"259,575",3.54,"1,630",0.00,"54,918",4.01,"3,990",0.00,"15,765",0.00,"36,235",1.89,"5,019",0.00,"5,258",0.00,"51,314",1.15,"33,279",0.00,"6,029",0.02,"48,944",7.25,0,0.00
               Sea and inland port facilities,"6,843,292",1.02,"151,656",0.00,"64,982",1.83,0,0.00,"5,533",8.81,"1,752,974",0.22,0,0.00,829,0.00,"11,810",0.00,0,0.00,"551,438",11.11,"610,586",0.00,"175,223",0.00,"1,640",0.00,"10,416",0.00,"21,520",0.00,20,0.00,0,0.00,"26,957",16.98,"205,213",1.87,"3,637",0.00,"95,642",0.00,"128,332",0.00,"1,333",0.00,"37,541",0.00,"54,978",5.37,"3,882",0.00,"1,801",0.00,0,0.00,0,0.00,0,0.00,"23,654",0.00,0,0.00,"343,290",8.38,"56,042",0.00,0,0.00,"129,966",7.96,"10,161",0.00,"104,746",0.00,"2,891",0.00,"1,526",0.00,"313,083",0.00,0,0.00,"2,193",0.00,"758,087",0.03,0,0.00,0,0.00,"621,102",0.00,"548,388",2.36,0,0.00,"10,219",0.00,0,0.00
               Natural resources,"5,422,404",2.67,"10,080",0.00,"10,580",0.26,"176,830",2.96,"24,029",0.00,"2,106,788",4.87,"62,920",0.06,"41,537",0.01,"1,309",0.00,0,0.00,"631,779",2.62,"57,445",5.62,"22,447",0.00,"134,949",0.29,"60,685",0.00,"40,092",0.75,"95,005",0.00,"45,512",4.24,"42,995",0.00,"13,924",3.95,"28,046",0.00,"26,611",8.73,"33,497",0.33,"66,460",0.00,"77,161",0.00,"27,842",0.00,"9,062",0.00,"70,894",0.16,"55,091",4.75,"33,109",3.69,"6,173",0.00,"8,881",0.00,"20,266",11.05,"63,040",0.00,"54,487",0.98,"22,811",0.77,"47,502",20.01,"21,359",0.00,"280,194",7.70,"56,445",0.00,"18,031",0.00,"34,908",0.00,"15,333",0.31,"26,198",5.29,"302,835",32.25,"37,751",0.00,"3,781",0.00,"13,219",0.00,"228,137",0.72,"31,606",0.00,"83,763",10.09,"39,004",1.39
               Parks and recreation,"9,317,025",1.12,"106,721",2.51,"14,478",0.53,"125,814",0.08,"57,918",1.05,"1,086,911",5.19,"389,774",2.87,"94,998",3.29,"25,149",2.42,"13,647",0.00,"709,865",2.52,"219,822",1.98,"31,358",0.00,"60,022",0.16,"635,334",8.41,"140,427",3.16,"92,546",1.80,"48,169",8.33,"112,007",0.34,"144,498",0.56,"29,412",4.28,"152,960",0.47,"126,609",10.60,"197,350",18.40,"275,943",3.66,"29,267",0.45,"173,466",4.81,"20,283",3.71,"44,742",2.43,"632,595",0.01,"54,252",1.21,"257,104",17.09,"35,601",11.72,"386,261",1.59,"129,492",1.93,"89,002",9.23,"273,091",2.84,"103,904",1.98,"182,838",1.22,"185,469",6.89,"23,640",0.51,"146,893",0.34,"33,264",0.95,"131,744",0.57,"547,536",2.16,"227,412",4.88,"24,493",3.52,"189,581",0.41,"203,963",1.84,"82,361",0.01,"192,522",4.46,"24,519",8.77
               Housing and community development,"8,140,347",1.47,"119,511",10.83,"60,017",1.28,"27,676",0.40,"55,114",28.63,"1,160,999",8.17,"216,990",7.66,"121,488",4.04,"15,960",0.00,"24,604",0.00,"344,722",12.33,"142,701",25.35,"36,866",0.00,"86,939",0.00,"219,415",3.88,"59,781",3.05,"36,198",7.26,"40,320",1.93,"37,011",0.00,"34,993",6.79,"56,413",24.92,"235,122",1.10,"425,723",6.17,"67,253",4.16,"396,368",4.21,"46,568",0.98,"93,868",0.00,"14,966",0.00,"56,781",4.03,"43,853",0.00,"44,121",0.78,"157,059",2.40,"23,965",0.00,"1,187,398",0.01,"201,495",2.33,"12,201",0.00,"215,264",1.60,"86,669",0.67,"114,587",0.00,"408,672",3.00,"45,490",9.28,"66,118",0.00,"7,286",0.47,"125,756",2.84,"295,811",0.08,"33,698",13.06,"16,835",0.00,"189,425",0.22,"488,330",0.57,"37,521",0.94,"95,612",4.36,"8,817",0.00
               Sewerage,"67,345,539",1.18,"653,685",1.24,"120,009",1.43,"1,038,405",0.76,"363,734",1.63,"10,049,350",6.17,"1,271,039",1.90,"505,537",1.76,"202,767",15.58,"406,098",0.00,"4,032,574",1.11,"2,430,138",1.86,"528,730",0.00,"312,795",1.25,"1,520,638",3.14,"2,043,474",1.75,"728,398",1.03,"543,291",0.96,"785,882",0.30,"561,357",1.71,"225,244",5.97,"1,523,506",0.50,"1,817,514",1.33,"2,408,645",1.26,"1,309,676",1.75,"312,299",1.90,"1,259,702",1.07,"142,376",1.25,"385,873",1.61,"611,141",1.95,"185,697",6.72,"1,712,795",5.94,"233,638",4.29,"2,922,788",1.32,"1,693,475",0.93,"84,265",0.96,"2,490,394",1.32,"557,561",1.81,"1,338,470",1.28,"3,227,711",10.48,"246,692",0.06,"850,081",3.75,"122,429",1.44,"1,198,353",1.51,"5,060,251",5.97,"583,994",4.68,"85,550",2.13,"1,851,338",0.52,"3,201,162",3.25,"280,707",2.14,"1,249,731",3.88,"74,577",3.14
               Solid waste management,"21,025,672",1.09,"271,529",2.94,"94,674",2.24,"557,239",0.42,"194,825",2.92,"3,829,609",4.93,"131,676",2.08,"141,068",0.74,"92,932",0.29,"5,269",0.00,"2,646,605",1.46,"768,593",3.13,"167,805",0.00,"208,671",1.07,"385,539",5.98,"196,210",7.11,"362,647",0.95,"176,747",6.45,"141,344",2.90,"232,190",1.75,"57,412",4.14,"508,422",0.48,"127,545",8.54,"349,862",5.35,"400,011",3.75,"188,607",5.24,"131,087",2.03,"76,337",2.51,"74,903",3.72,"27,004",0.49,"46,543",7.82,"402,738",4.41,"225,592",0.20,"673,773",3.85,"706,325",2.68,"89,132",1.00,"338,142",2.99,"346,364",4.91,"186,680",1.75,"648,996",5.70,"26,499",0.00,"251,243",2.59,"59,309",6.00,"321,046",11.47,"1,805,744",4.24,"255,496",1.09,"27,616",1.12,"617,329",1.01,"1,011,778",4.75,"51,356",2.68,"299,656",4.94,"87,956",5.32
               Other charges,"87,462,638",1.01,"567,192",1.20,"292,359",1.13,"1,081,259",0.65,"536,622",0.87,"23,940,369",2.03,"1,595,468",4.40,"686,834",1.10,"153,545",0.75,"201,087",0.00,"7,382,609",0.89,"1,857,524",2.02,"167,954",0.00,"622,060",0.64,"2,450,180",6.97,"417,416",5.22,"504,457",2.12,"620,883",1.47,"579,647",1.55,"1,086,973",1.47,"524,667",1.77,"1,466,110",0.58,"1,368,738",2.01,"3,417,192",3.55,"1,375,521",1.69,"347,363",3.73,"809,950",3.45,"251,479",2.03,"848,282",3.15,"665,703",0.55,"303,110",1.13,"1,725,126",0.51,"316,385",0.32,"3,981,242",2.03,"1,438,894",0.63,"431,153",0.76,"2,006,674",1.51,"739,193",3.57,"2,714,333",1.12,"2,765,865",3.31,"496,288",2.27,"926,212",0.40,"177,750",3.55,"1,199,459",1.74,"3,932,264",2.16,"1,521,593",0.92,"121,480",0.92,"1,290,361",3.59,"2,979,558",22.59,"736,604",0.75,"1,653,160",3.01,"186,496",0.45
          Miscellaneous general revenue,"283,361,903",0.18,"3,076,255",1.99,"3,589,367",0.21,"4,553,189",0.15,"1,754,460",0.43,"32,499,681",1.08,"4,861,849",0.59,"2,101,815",0.33,"1,458,529",0.29,"845,677",0.00,"23,040,748",0.60,"5,402,109",0.82,"2,231,937",0.00,"921,282",0.23,"9,577,981",0.96,"4,482,257",0.90,"2,464,889",0.70,"2,265,835",0.74,"2,050,422",1.07,"3,485,324",0.78,"705,809",1.17,"3,868,669",0.22,"6,466,768",0.33,"7,224,989",0.96,"5,250,899",0.60,"1,419,426",0.37,"5,394,881",1.18,"734,102",0.37,"1,772,033",1.69,"1,909,679",0.41,"1,067,597",0.25,"8,550,035",1.05,"3,905,744",0.09,"21,755,083",0.27,"6,521,348",0.72,"1,442,693",3.02,"11,437,071",1.42,"3,849,328",1.63,"4,659,900",0.85,"11,136,179",0.59,"987,873",0.13,"3,756,835",0.71,"817,766",0.24,"4,415,620",0.55,"29,064,792",0.57,"2,728,927",1.21,"517,113",0.31,"7,140,521",0.25,"5,753,757",0.83,"1,864,120",0.11,"5,123,502",0.40,"1,455,239",0.27
               Interest earnings,"56,697,361",0.39,"716,977",8.45,"1,030,459",0.06,"1,031,995",0.06,"361,176",1.68,"5,012,616",2.80,"1,305,713",0.71,"704,464",0.28,"182,723",0.10,"19,785",0.00,"2,693,964",0.59,"742,565",0.58,"340,101",0.00,"183,105",0.62,"1,989,009",0.59,"1,325,517",0.23,"344,416",0.74,"364,675",0.96,"310,814",1.00,"513,347",0.26,"170,430",1.52,"631,004",0.03,"1,238,141",0.32,"1,478,443",0.54,"966,708",0.63,"210,096",0.63,"1,409,670",0.57,"210,059",0.60,"325,098",0.63,"504,368",0.12,"373,199",0.48,"2,125,110",0.46,"975,381",0.23,"5,714,675",0.20,"803,574",0.43,"745,409",1.90,"2,165,218",3.23,"822,378",0.21,"729,991",0.71,"1,449,912",3.73,"383,729",0.09,"621,198",0.93,"291,670",0.10,"1,164,689",0.49,"5,907,388",2.19,"771,521",1.05,"119,892",0.74,"1,282,749",0.71,"1,354,953",1.18,"657,052",0.05,"945,304",0.59,"974,931",0.14
               Special assessments,"12,340,569",1.80,"36,160",5.91,"7,047",1.38,"63,352",0.74,"5,169",4.43,"3,050,150",4.53,"387,900",4.75,"19,502",0.94,"36,313",5.66,"5,431",0.00,"3,844,616",2.85,"104,943",0.42,"18,722",0.00,"74,620",0.02,"846,403",0.53,"10,250",0.00,"19,715",0.74,"108,751",4.56,"35,446",52.15,"47,117",0.20,"10,455",6.24,"120,990",4.14,"10,562",1.82,"230,258",13.41,"361,902",4.40,"8,828",24.44,"94,603",3.35,"98,557",1.70,"92,441",0.41,"138,900",5.60,"2,599",0.33,"8,193",60.77,"12,707",0.00,"149,505",12.03,"26,233",0.73,"175,472",12.20,"401,008",29.81,"32,214",1.72,"95,869",11.34,"67,815",7.13,"1,437",0.00,"77,724",16.31,"19,654",2.49,"140,116",4.99,"662,746",1.30,"70,901",2.07,"1,807",0.00,"68,238",0.71,"347,911",6.99,"13,377",0.00,"65,875",6.22,"10,067",26.39
               Sale of property,"5,126,080",0.84,"104,016",5.54,"1,245,151",0.10,"381,452",0.09,"15,502",0.31,"395,523",2.41,"96,249",2.96,"25,915",0.57,"3,987",0.00,"1,000",0.00,"334,286",3.06,"101,325",9.57,841,0.00,"45,672",2.69,"1,740",0.00,"97,201",0.36,"75,025",1.88,"18,582",10.23,"59,029",7.47,"7,530",1.89,"17,527",33.62,"16,525",0.84,"50,324",7.00,"113,143",16.58,"84,781",19.76,"31,660",6.37,"60,905",5.82,"27,741",2.75,"13,136",4.87,"49,711",0.26,"7,748",14.00,"85,102",9.51,"7,675",0.00,"71,482",1.75,"119,289",9.86,"16,298",4.98,"100,269",6.35,"48,645",1.46,"73,019",4.40,"117,511",12.47,"4,293",8.70,"71,366",2.75,"10,213",1.99,"44,078",2.06,"313,356",2.04,"129,316",1.14,"16,956",0.73,"39,083",1.72,"243,881",4.00,"6,112",1.72,"120,603",10.80,"4,307",1.51
               Other general revenue,"209,197,894",0.19,"2,219,102",0.35,"1,306,710",0.56,"3,076,391",0.23,"1,372,614",0.32,"24,041,392",1.20,"3,071,986",0.64,"1,351,935",0.49,"1,235,506",0.30,"819,461",0.00,"16,167,882",0.51,"4,453,277",0.97,"1,872,273",0.00,"617,886",0.20,"6,740,829",1.35,"3,049,291",1.31,"2,025,732",0.84,"1,773,827",0.87,"1,645,133",0.63,"2,917,330",0.93,"507,397",1.01,"3,100,150",0.22,"5,167,741",0.40,"5,403,146",1.09,"3,837,508",0.53,"1,168,843",0.35,"3,829,703",1.64,"397,745",0.37,"1,341,357",2.22,"1,216,699",0.09,"684,051",0.24,"6,331,630",1.39,"2,909,981",0.10,"15,819,421",0.35,"5,572,251",0.81,"505,514",6.97,"8,770,576",0.96,"2,946,091",2.13,"3,761,021",0.99,"9,500,941",0.36,"598,414",0.19,"2,986,547",0.76,"496,229",0.37,"3,066,737",0.74,"22,181,302",0.46,"1,757,189",1.82,"378,459",0.36,"5,750,451",0.26,"3,807,012",0.95,"1,187,579",0.17,"3,991,719",0.35,"465,934",0.57
Utility revenue,"176,917,014",0.65,"3,352,845",1.10,"406,586",2.72,"5,654,783",1.09,"1,012,455",1.29,"35,219,185",1.18,"3,406,879",1.68,"816,981",0.79,"455,968",4.45,"390,742",0.00,"10,134,124",1.59,"4,592,770",0.64,"413,361",0.00,"268,057",1.25,"5,319,689",2.00,"2,786,818",2.78,"1,304,821",1.05,"1,685,704",1.84,"1,834,272",5.38,"1,187,869",1.65,"157,904",12.15,"1,177,439",1.09,"3,503,474",1.40,"3,473,966",1.24,"2,780,961",1.20,"894,003",3.21,"2,448,280",0.80,"200,179",7.12,"4,268,222",0.28,"1,505,778",0.67,"132,740",4.91,"1,899,909",9.21,"715,310",7.39,"12,581,416",0.47,"4,247,137",0.40,"304,883",2.98,"3,350,923",1.80,"2,171,515",2.36,"2,313,685",2.07,"2,961,842",4.93,"247,734",0.34,"3,583,563",0.70,"382,295",0.60,"8,614,404",2.22,"17,712,002",5.53,"2,114,106",0.53,"226,942",1.58,"2,023,686",0.76,"7,966,475",1.48,"318,075",2.75,"2,156,380",1.19,"237,875",4.67
     Water supply,"80,244,261",1.37,"1,037,116",2.93,"120,986",1.97,"1,818,376",2.80,"533,844",2.44,"19,000,688",2.00,"1,987,471",2.81,"414,787",1.54,"100,335",1.64,"228,017",0.00,"5,147,087",1.08,"1,917,840",1.36,"382,954",0.00,"172,711",1.93,"3,182,212",2.92,"1,023,121",4.61,"685,925",1.71,"819,987",3.59,"916,650",5.62,"517,756",2.47,"138,453",13.84,"1,027,384",0.92,"1,729,540",1.91,"2,000,949",2.12,"960,689",2.22,"381,619",5.28,"768,424",2.35,"197,477",7.22,"376,902",1.53,"1,323,891",0.77,"116,324",5.59,"1,365,191",12.44,"479,056",10.63,"2,820,916",1.80,"1,619,550",1.02,"275,660",3.30,"2,114,815",2.31,"1,066,595",4.71,"1,459,933",1.57,"1,890,405",7.52,"221,425",0.38,"1,081,197",1.54,"174,465",1.28,"1,362,734",3.03,"9,913,769",9.88,"784,011",1.26,"88,784",4.04,"1,351,058",1.05,"1,859,356",6.06,"291,999",3.00,"847,269",2.16,"146,560",2.43
     Electric power,"81,995,800",0.37,"1,895,477",0.96,"263,891",4.10,"3,707,486",0.94,"475,163",0.05,"14,272,886",0.92,"1,160,498",0.45,"334,986",0.38,"345,082",5.87,0,0.00,"4,517,609",3.30,"1,835,597",0.34,0,0.00,"92,570",0.31,"1,467,170",2.60,"1,419,136",0.38,"504,036",1.30,"827,916",1.15,"594,691",7.87,"545,817",0.96,"15,650",6.24,"89,832",9.60,"1,415,558",2.10,"1,422,195",0.42,"1,667,055",1.45,"409,199",1.55,"1,538,081",0.45,"1,357",0.00,"3,654,580",0.29,"116,897",0.00,"12,845",3.68,"177,402",23.70,"175,472",7.78,"6,511,204",0.46,"2,438,372",0.12,"25,870",0.00,"1,157,916",2.90,"1,062,513",0.89,"778,048",5.25,"187,802",17.76,"7,975",0.00,"2,255,557",0.12,"195,865",0.28,"6,163,763",3.02,"7,361,998",0.29,"1,276,012",0.37,"136,228",0.00,"408,483",0.39,"5,705,200",0.60,"10,436",0.00,"1,265,119",1.43,"91,304",11.52
